"Year,""Lg"",""Rd"",""Pk"",""Tm"",""Player"",""Pos"",""College"",""From"",""To"",""G"",""MP"",""PTS"",""TRB"",""AST"",""STL"",""BLK"",""FG%"",""2P%"",""3P%"",""FT%"",""WS"",""WS/48"""
"2018,""NBA"",1,10,""PHI"",""Mikal Bridges"",""G"",""Villanova University"",2019,2019,82,29.5,8.3,3.2,2.1,1.6,0.5,0.43,0.548,0.335,0.805,2.9,0.058"
"2018,""NBA"",1,12,""LAC"",""Miles Bridges"",""G-F"",""Michigan State University"",2019,2019,80,21.2,7.5,4,1.2,0.7,0.6,0.464,0.553,0.325,0.753,2.9,0.083"
"2016,""NBA"",2,38,""MIL"",""Patrick McCaw"",""G"",""University of Nevada Las Vegas"",2017,2019,157,15.5,3.7,1.5,1.2,0.6,0.2,0.42,0.513,0.299,0.791,2.8,0.056"
"2017,""NBA"",2,46,""PHI"",""Sterling Brown"",""G"",""Southern Methodist University"",2018,2019,112,16.2,5.3,2.9,1,0.5,0.2,0.439,0.509,0.357,0.758,2.8,0.074"
"2000,""NBA"",1,4,""CHI"",""Marcus Fizer"",""F"",""Iowa State University"",2001,2006,289,20.9,9.6,4.6,1.2,0.5,0.3,0.435,0.446,0.191,0.691,2.7,0.022"
"2014,""NBA"",1,5,""UTA"",""Dante Exum"",""G"","""",2015,2019,204,19.3,5.9,1.8,2.3,0.4,0.2,0.4,0.477,0.304,0.77,2.7,0.033"
"2016,""NBA"",2,47,""ORL"",""Jake Layman"",""F"",""University of Maryland"",2017,2019,141,12.3,4.6,1.8,0.5,0.3,0.3,0.457,0.584,0.302,0.714,2.7,0.075"
"2005,""NBA"",1,13,""CHA"",""Sean May"",""F"",""University of North Carolina"",2006,2010,119,15.7,6.9,4,1,0.4,0.4,0.458,0.462,0.231,0.746,2.6,0.068"
"2009,""NBA"",2,45,""MIN"",""Nick Calathes"",""G"",""University of Florida"",2014,2015,129,15.6,4.6,1.9,2.7,1,0.1,0.441,0.476,0.288,0.581,2.6,0.063"
"2018,""NBA"",2,33,""DAL"",""Jalen Brunson"",""G"",""Villanova University"",2019,2019,73,21.8,9.3,2.3,3.2,0.5,0.1,0.467,0.523,0.348,0.725,2.6,0.077"
"2005,""NBA"",2,55,""SEA"",""Lawrence Roberts"",""F"",""Mississippi State University"",2006,2007,87,13.2,3.8,3.6,0.4,0.5,0.2,0.452,0.46,0,0.688,2.5,0.106"
"2017,""NBA"",2,33,""ORL"",""Wesley Iwundu"",""F"",""Kansas State University"",2018,2019,130,17.3,4.4,2.5,1,0.5,0.3,0.419,0.458,0.304,0.787,2.5,0.054"
"2009,""NBA"",2,53,""SAS"",""Nando De Colo"",""G"","""",2013,2014,119,11.9,3.8,1.8,1.7,0.5,0.1,0.429,0.463,0.363,0.835,2.4,0.081"
"2012,""NBA"",2,60,""LAL"",""Robert Sacre"",""C"",""Gonzaga University"",2013,2016,189,14.5,4.2,3.1,0.7,0.3,0.6,0.436,0.437,0,0.671,2.4,0.042"
"2015,""NBA"",1,5,""ORL"",""Mario Hezonja"",""F-G"","""",2016,2019,277,18.9,7.3,3,1.3,0.7,0.3,0.417,0.484,0.321,0.811,2.4,0.022"
"2015,""NBA"",2,31,""MIN"",""Cedi Osman"",""F"","""",2018,2019,137,22.7,9,3.5,1.7,0.6,0.1,0.437,0.506,0.351,0.736,2.4,0.036"
"2017,""NBA"",1,18,""IND"",""T.J. Leaf"",""F"",""University of California Los Angeles"",2018,2019,111,8.8,3.4,1.9,0.3,0.1,0.2,0.511,0.557,0.356,0.617,2.4,0.117"
"2011,""NBA"",1,18,""WAS"",""Chris Singleton"",""F"",""Florida State University"",2012,2014,148,17.6,4.1,3.2,0.6,0.8,0.4,0.376,0.4,0.319,0.633,2.3,0.042"
"2016,""NBA"",1,8,""SAC"",""Marquese Chriss"",""F"",""University of Washington"",2017,2019,197,19.1,7.6,4.5,0.8,0.7,0.8,0.429,0.509,0.296,0.628,2.3,0.029"
"2005,""NBA"",2,31,""ATL"",""Salim Stoudamire"",""G"",""University of Arizona"",2006,2008,157,17,8,1.4,1,0.4,0.1,0.407,0.435,0.366,0.882,2.2,0.04"
"2011,""NBA"",1,10,""MIL"",""Jimmer Fredette"",""G"",""Brigham Young University"",2012,2019,241,13.3,6,1,1.4,0.4,0,0.409,0.434,0.372,0.879,2.2,0.033"
"2015,""NBA"",1,14,""OKC"",""Cameron Payne"",""G"",""Murray State University"",2016,2019,153,16,6,1.8,2.5,0.7,0.2,0.397,0.443,0.331,0.775,2.2,0.044"
"2000,""NBA"",1,11,""BOS"",""J?r?me Mo?so"",""F-C"",""University of California Los Angeles"",2001,2005,145,9.6,2.7,2.7,0.3,0.3,0.5,0.489,0.494,0,0.593,2.1,0.074"
"2001,""NBA"",1,24,""UTA"",""Ra?l L?pez"",""G"","""",2004,2005,113,18.9,6.5,1.7,3.8,0.7,0,0.429,0.45,0.346,0.853,2.1,0.047"
"2011,""NBA"",2,45,""NOH"",""Josh Harrellson"",""C"",""University of Kentucky"",2012,2014,75,11.8,3.5,3,0.3,0.4,0.5,0.438,0.497,0.347,0.629,2.1,0.116"
"2013,""NBA"",2,36,""SAC"",""Ray McCallum"",""G"",""University of Detroit Mercy"",2014,2016,154,18.2,6,2,2.4,0.5,0.2,0.408,0.43,0.335,0.711,2.1,0.035"
"2017,""NBA"",2,44,""NYK"",""Damyean Dotson"",""G"",""University of Oregon"",2018,2019,117,21.2,8.2,3,1.4,0.6,0.1,0.421,0.477,0.361,0.736,2.1,0.041"
"2001,""NBA"",1,17,""TOR"",""Michael Bradley"",""F-C"",""Villanova University"",2002,2006,173,11.7,2.8,3.4,0.5,0.1,0.3,0.477,0.488,0.143,0.511,2,0.047"
"2004,""NBA"",1,22,""NJN"",""Viktor Khryapa"",""F"","""",2005,2008,143,16.4,4.5,3.4,1,0.6,0.3,0.443,0.457,0.292,0.658,2,0.041"
"2004,""NBA"",2,45,""CHA"",""Bernard Robinson"",""G-F"",""University of Michigan"",2005,2007,128,14.9,4.5,2.5,1,0.9,0.1,0.417,0.434,0.161,0.786,2,0.049"
"2000,""NBA"",1,15,""MIL"",""Jason Collier"",""C"",""Georgia Institute of Technology"",2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,0.455,0.458,0.35,0.738,1.9,0.042"
"2012,""NBA"",2,33,""CLE"",""Bernard James"",""C"",""Florida State University"",2013,2015,92,8.3,2.2,2.3,0.1,0.2,0.7,0.497,0.507,0,0.68,1.9,0.117"
"2012,""NBA"",2,58,""MIN"",""Robbie Hummel"",""F"",""Purdue University"",2014,2015,98,14.3,3.9,2.7,0.5,0.3,0.1,0.418,0.469,0.343,0.867,1.9,0.066"
"2017,""NBA"",2,37,""BOS"",""Semi Ojeleye"",""F"",""Southern Methodist University"",2018,2019,129,13.5,3,1.9,0.3,0.2,0.1,0.382,0.485,0.318,0.613,1.9,0.051"
"2018,""NBA"",1,7,""CHI"",""Wendell Carter"",""C"",""Duke University"",2019,2019,44,25.2,10.3,7,1.8,0.6,1.3,0.485,0.513,0.188,0.795,1.9,0.08"
"2000,""NBA"",1,26,""DEN"",""Mamadou N'Diaye"",""C"",""Auburn University"",2001,2005,69,12.4,3.8,3.3,0.1,0.2,0.9,0.427,0.429,0,0.736,1.8,0.101"
"2001,""NBA"",1,9,""DET"",""Rodney White"",""F"",""University of North Carolina at Charlotte"",2002,2005,218,15.4,7.1,2.2,1.1,0.5,0.3,0.424,0.452,0.314,0.749,1.8,0.026"
"2008,""NBA"",2,60,""BOS"",""Semih Erden"",""C"","""",2011,2012,69,13.4,3.8,2.8,0.4,0.4,0.4,0.546,0.546,"""",0.594,1.8,0.094"
"2016,""NBA"",1,24,""PHI"",""Timoth? Luwawu-Cabarrot"",""F"","""",2017,2019,171,15.6,5.7,1.9,0.9,0.4,0.1,0.387,0.457,0.32,0.82,1.8,0.033"
"2017,""NBA"",1,17,""MIL"",""D.J. Wilson"",""F"",""University of Michigan"",2018,2019,70,13.6,4.3,3.3,0.8,0.3,0.3,0.423,0.481,0.364,0.551,1.8,0.09"
"2002,""NBA"",1,20,""TOR"",""Kareem Rush"",""G"",""University of Missouri"",2003,2010,346,17.2,6.4,1.7,1,0.4,0.2,0.4,0.425,0.358,0.703,1.7,0.013"
"2004,""NBA"",1,12,""SEA"",""Robert Swift"",""C"","""",2005,2009,97,15.5,4.3,3.9,0.2,0.3,0.9,0.506,0.506,"""",0.61,1.7,0.054"
"2010,""NBA"",2,44,""MIL"",""Jerome Jordan"",""C"",""University of Tulsa"",2012,2015,65,7.6,2.8,2,0.3,0.1,0.3,0.528,0.528,"""",0.852,1.7,0.168"
"2012,""NBA"",1,27,""MIA"",""Arnett Moultrie"",""F"",""Mississippi State University"",2013,2014,59,12.4,3.6,3.1,0.2,0.4,0.2,0.547,0.547,"""",0.667,1.7,0.113"
"2012,""NBA"",1,28,""OKC"",""Perry Jones"",""F"",""Baylor University"",2013,2015,143,11.7,3.4,1.8,0.4,0.3,0.2,0.42,0.466,0.293,0.66,1.7,0.048"
"2018,""NBA"",1,6,""ORL"",""Mohamed Bamba"",""C"",""University of Texas at Austin"",2019,2019,47,16.3,6.2,5,0.8,0.3,1.4,0.481,0.555,0.3,0.587,1.7,0.106"
"2007,""NBA"",1,11,""ATL"",""Acie Law"",""G"",""Texas A&M University"",2008,2011,188,12.7,3.9,1,1.6,0.4,0,0.413,0.452,0.235,0.778,1.6,0.032"
"2011,""NBA"",2,53,""ORL"",""DeAndre Liggins"",""G"",""University of Kentucky"",2012,2018,177,10.8,2,1.4,0.7,0.6,0.2,0.402,0.432,0.352,0.549,1.6,0.04"
"2016,""NBA"",1,5,""MIN"",""Kris Dunn"",""G"",""Providence College"",2017,2019,176,24.1,8.6,3.3,4.4,1.4,0.5,0.417,0.441,0.323,0.723,1.6,0.018"
"2016,""NBA"",1,30,""GSW"",""Damian Jones"",""F-C"",""Vanderbilt University"",2017,2019,49,11.9,3.6,2.3,0.6,0.3,0.7,0.643,0.643,"""",0.577,1.6,0.129"
"2018,""NBA"",2,40,""BRK"",""Rodions Kurucs"",""F"","""",2019,2019,63,20.5,8.5,3.9,0.8,0.7,0.4,0.45,0.543,0.315,0.783,1.6,0.059"
"2002,""NBA"",2,37,""ATL"",""David Andersen"",""C"","""",2010,2011,103,12.3,4.9,2.8,0.6,0.2,0.2,0.44,0.467,0.347,0.674,1.5,0.059"
"2003,""NBA"",1,22,""NJN"",""Zoran Planini?"",""G"","""",2004,2006,148,10.7,3.8,1.3,1.1,0.4,0,0.405,0.447,0.289,0.677,1.5,0.046"
"2006,""NBA"",2,45,""IND"",""Alexander Johnson"",""F"",""Florida State University"",2007,2008,102,12.8,4.3,2.7,0.3,0.4,0.4,0.517,0.517,"""",0.672,1.5,0.056"
"2008,""NBA"",1,28,""MEM"",""Dont? Greene"",""F"",""Syracuse University"",2009,2012,253,16.8,6.1,2.4,0.7,0.4,0.5,0.406,0.467,0.304,0.701,1.5,0.017"
"2008,""NBA"",2,38,""CHA"",""Kyle Weaver"",""G"",""Washington State University"",2009,2011,73,18.9,5,2.2,1.6,0.8,0.5,0.441,0.497,0.353,0.736,1.5,0.051"
"2018,""NBA"",1,19,""ATL"",""Kevin Huerter"",""G"",""University of Maryland"",2019,2019,75,27.3,9.7,3.3,2.9,0.9,0.3,0.419,0.457,0.385,0.732,1.5,0.034"
"2018,""NBA"",2,42,""DET"",""Bruce Brown"",""G"",""University of Miami"",2019,2019,74,19.6,4.3,2.5,1.2,0.5,0.5,0.398,0.457,0.258,0.75,1.5,0.048"
"2002,""NBA"",1,21,""POR"",""Qyntel Woods"",""F"",""Northeast Mississippi Community College"",2003,2006,167,12.3,4.1,2.3,0.6,0.4,0.2,0.452,0.47,0.357,0.603,1.4,0.032"
"2002,""NBA"",2,40,""WAS"",""Juan Carlos Navarro"",""G"","""",2008,2008,82,25.8,10.9,2.6,2.2,0.6,0,0.402,0.455,0.361,0.849,1.4,0.031"
"2002,""NBA"",2,47,""UTA"",""Jamal Sampson"",""F-C"",""University of California"",2003,2007,72,8.8,2,3.4,0.4,0.1,0.4,0.491,0.495,0,0.537,1.4,0.106"
"2012,""NBA"",2,36,""SAC"",""Orlando Johnson"",""G"",""University of California Santa Barbara"",2013,2016,103,10.8,3.2,1.7,0.7,0.2,0.1,0.358,0.398,0.311,0.727,1.4,0.059"
"2012,""NBA"",2,53,""LAC"",""Furkan Aldemir"",""F-C"","""",2015,2015,41,13.2,2.3,4.3,0.7,0.4,0.4,0.513,0.548,0,0.481,1.4,0.122"
"2017,""NBA"",2,36,""PHI"",""Jonah Bolden"",""F"","""",2019,2019,44,14.5,4.7,3.8,0.9,0.4,0.9,0.494,0.697,0.354,0.481,1.4,0.106"
"2000,""NBA"",2,45,""SAC"",""Jabari Smith"",""C"",""Louisiana State University"",2001,2005,108,9.8,3,1.6,0.6,0.3,0.2,0.413,0.42,0.125,0.69,1.3,0.058"
"2008,""NBA"",2,52,""MIA"",""Darnell Jackson"",""F"",""University of Kansas"",2009,2011,138,7.5,2.2,1.5,0.2,0.2,0.1,0.449,0.463,0.235,0.644,1.3,0.059"
"2011,""NBA"",2,36,""NJN"",""Jordan Williams"",""F"",""University of Maryland"",2012,2012,43,14.8,4.6,3.6,0.3,0.5,0.3,0.507,0.507,"""",0.652,1.3,0.101"
"2012,""NBA"",2,31,""CHA"",""Jeffery Taylor"",""F"",""Vanderbilt University"",2013,2015,132,19.4,6.1,2,0.8,0.5,0.2,0.409,0.458,0.319,0.665,1.3,0.024"
"2014,""NBA"",1,18,""PHO"",""Tyler Ennis"",""G"",""Syracuse University"",2015,2018,186,12.6,4.2,1.3,1.9,0.5,0.1,0.419,0.458,0.317,0.768,1.3,0.026"
"2014,""NBA"",1,21,""OKC"",""Mitch McGary"",""F-C"",""University of Michigan"",2015,2016,52,10.7,4.4,3.5,0.3,0.3,0.3,0.527,0.544,0,0.58,1.3,0.108"
"2014,""NBA"",2,32,""PHI"",""K.J. McDaniels"",""G-F"",""Clemson University"",2015,2017,148,14.1,5.3,2.2,0.6,0.5,0.6,0.412,0.479,0.29,0.776,1.3,0.03"
"2000,""NBA"",2,42,""SEA"",""Olumide Oyedeji"",""C"","""",2001,2003,93,6.3,1.4,2.1,0.1,0.2,0.2,0.495,0.495,"""",0.659,1.2,0.095"
"2017,""NBA"",2,45,""HOU"",""Dillon Brooks"",""F-G"",""University of Oregon"",2018,2019,100,26.8,10.3,2.9,1.5,0.8,0.2,0.435,0.475,0.359,0.745,1.2,0.021"
"2018,""NBA"",1,20,""MIN"",""Josh Okogie"",""G"",""Georgia Institute of Technology"",2019,2019,74,23.7,7.7,2.9,1.2,1.2,0.4,0.386,0.464,0.279,0.728,1.2,0.034"
"2018,""NBA"",1,27,""BOS"",""Robert Williams"",""F"",""Texas A&M University"",2019,2019,32,8.8,2.5,2.5,0.2,0.3,1.3,0.706,0.706,"""",0.6,1.2,0.201"
"2018,""NBA"",1,30,""ATL"",""Omari Spellman"",""F"",""Villanova University"",2019,2019,46,17.5,5.9,4.2,1,0.6,0.5,0.402,0.466,0.344,0.711,1.2,0.07"
"2001,""NBA"",2,45,""CHI"",""Sean Lampley"",""F"",""University of California"",2003,2004,45,12.2,4.5,2.1,0.7,0.2,0.1,0.463,0.476,0,0.691,1.1,0.096"
"2003,""NBA"",1,17,""PHO"",""?arko ?abarkapa"",""F"","""",2004,2006,150,10.3,4.3,2.1,0.6,0.2,0.2,0.427,0.457,0.273,0.733,1.1,0.035"
"2006,""NBA"",2,37,""MIN"",""Bobby Jones"",""F"",""University of Washington"",2007,2008,91,9.5,3.2,1.6,0.5,0.3,0,0.442,0.491,0.306,0.685,1.1,0.06"
"2013,""NBA"",1,29,""OKC"",""Archie Goodwin"",""G"",""University of Kentucky"",2014,2017,165,14.5,6.3,2,1.2,0.4,0.2,0.429,0.484,0.236,0.7,1.1,0.022"
"2014,""NBA"",1,20,""TOR"",""Bruno Caboclo"",""F"","""",2015,2019,69,14.7,4.9,2.8,0.9,0.3,0.6,0.392,0.451,0.344,0.839,1.1,0.054"
"2014,""NBA"",2,44,""MIN"",""Markel Brown"",""G"",""Oklahoma State University"",2015,2018,113,15.9,5.2,2.1,1.2,0.6,0.2,0.38,0.427,0.295,0.781,1.1,0.029"
"2016,""NBA"",1,16,""BOS"",""Guerschon Yabusele"",""F"","""",2018,2019,74,6.6,2.3,1.4,0.4,0.2,0.2,0.442,0.548,0.323,0.682,1.1,0.105"
"2016,""NBA"",1,26,""PHI"",""Furkan Korkmaz"",""G"","""",2018,2019,62,12.2,4.9,1.9,0.9,0.5,0,0.388,0.482,0.323,0.792,1.1,0.07"
"2017,""NBA"",2,40,""NOP"",""Dwayne Bacon"",""G"",""Florida State University"",2018,2019,96,15.3,5.1,2.2,0.9,0.3,0.1,0.432,0.455,0.377,0.761,1.1,0.034"
"2001,""NBA"",2,34,""ATL"",""Terence Morris"",""F"",""University of Maryland"",2002,2006,139,13.9,3.4,2.7,0.7,0.3,0.4,0.407,0.465,0.196,0.711,1,0.025"
"2002,""NBA"",1,18,""ORL"",""Curtis Borchardt"",""C"",""Stanford University"",2004,2005,83,13.5,3.1,3.3,0.8,0.2,0.6,0.421,0.423,0,0.742,1,0.041"
"2002,""NBA"",2,33,""DEN"",""Vincent Yarbrough"",""G-F"",""University of Tennessee"",2003,2003,59,23.4,6.9,2.7,2.2,1,0.6,0.393,0.42,0.269,0.79,1,0.035"
"2010,""NBA"",1,29,""ORL"",""Daniel Orton"",""C-F"",""University of Kentucky"",2012,2014,51,10.6,2.8,2.5,0.5,0.4,0.5,0.485,0.49,0,0.597,1,0.093"
"2012,""NBA"",1,13,""PHO"",""Kendall Marshall"",""G"",""University of North Carolina"",2013,2016,160,19.3,5,1.6,4.9,0.7,0.1,0.399,0.422,0.37,0.611,1,0.015"
"2014,""NBA"",2,58,""SAS"",""Jordan McRae"",""G"",""University of Tennessee"",2016,2019,86,10.6,4.9,1.2,0.9,0.3,0.2,0.427,0.46,0.352,0.784,1,0.051"
"2016,""NBA"",2,50,""IND"",""Georges Niang"",""F"",""Iowa State University"",2017,2019,91,7,2.9,1.2,0.5,0.2,0.1,0.434,0.514,0.364,0.821,1,0.073"
"2017,""NBA"",1,20,""POR"",""Harry Giles"",""F-C"",""Duke University"",2019,2019,58,14.1,7,3.8,1.5,0.5,0.4,0.503,0.512,0,0.637,1,0.056"
"2017,""NBA"",2,41,""ATL"",""Tyler Dorsey"",""G"",""University of Oregon"",2018,2019,104,16.1,6.7,2.3,1.3,0.3,0.1,0.389,0.429,0.35,0.669,1,0.03"
"2017,""NBA"",2,48,""MIL"",""Sindarius Thornwell"",""G"",""University of South Carolina"",2018,2019,137,10.7,2.5,1.3,0.6,0.5,0.2,0.415,0.442,0.342,0.689,1,0.034"
"2000,""NBA"",2,40,""ATL"",""Hanno M?tt?l?"",""C"",""University of Utah"",2001,2002,155,15.2,4.6,2.9,0.5,0.2,0.2,0.442,0.451,0.063,0.783,0.9,0.019"
"2005,""NBA"",1,29,""MIA"",""Wayne Simien"",""F"",""University of Kansas"",2006,2007,51,9.9,3.3,1.9,0.2,0.3,0,0.469,0.469,"""",0.854,0.9,0.083"
"2007,""NBA"",2,38,""PHI"",""Kyrylo Fesenko"",""C"","""",2008,2012,135,8.2,2.3,2,0.3,0.1,0.4,0.496,0.5,0,0.41,0.9,0.038"
"2010,""NBA"",2,52,""BOS"",""Luke Harangody"",""F"",""University of Notre Dame"",2011,2012,70,12.4,3.6,2.8,0.5,0.3,0.3,0.376,0.44,0.241,0.737,0.9,0.048"
"2013,""NBA"",2,38,""WAS"",""Nate Wolters"",""G"",""South Dakota State University"",2014,2018,84,18.8,5.5,2.2,2.5,0.5,0.2,0.423,0.452,0.261,0.635,0.9,0.028"
"2014,""NBA"",1,26,""MIA"",""P.J. Hairston"",""G-F"",""University of North Carolina"",2015,2016,111,18,6,2.4,0.5,0.5,0.2,0.343,0.414,0.295,0.81,0.9,0.021"
"2014,""NBA"",2,60,""SAS"",""Cory Jefferson"",""F"",""Baylor University"",2015,2016,58,10,3.5,2.8,0.3,0.2,0.4,0.444,0.474,0.125,0.583,0.9,0.071"
"2017,""NBA"",2,34,""SAC"",""Frank Mason"",""G"",""University of Kansas"",2018,2019,90,15.8,6.8,1.9,2.6,0.6,0.2,0.392,0.426,0.3,0.773,0.9,0.029"
"2017,""NBA"",2,53,""BOS"",""Kadeem Allen"",""G"",""University of Arizona"",2018,2019,37,14.1,5.6,1.7,2.4,0.5,0.2,0.436,0.466,0.362,0.778,0.9,0.08"
"2018,""NBA"",1,23,""IND"",""Aaron Holiday"",""G"",""University of California Los Angeles"",2019,2019,50,12.9,5.9,1.3,1.7,0.4,0.3,0.401,0.459,0.339,0.82,0.9,0.065"
"2001,""NBA"",2,51,""PHO"",""Alton Ford"",""F"",""University of Houston"",2002,2004,73,7.2,2.5,1.7,0.2,0.1,0.1,0.507,0.507,"""",0.697,0.8,0.074"
"2002,""NBA"",1,2,""CHI"",""Jay Williams"",""G"",""Duke University"",2003,2003,75,26.1,9.5,2.6,4.7,1.1,0.2,0.399,0.431,0.322,0.64,0.8,0.02"
"2002,""NBA"",2,41,""LAC"",""Mario Kasun"",""C"","""",2005,2006,73,7.8,2.7,2.6,0.2,0.1,0.2,0.467,0.47,0,0.636,0.8,0.069"
"2004,""NBA"",2,47,""MIA"",""Pape Sow"",""F"",""California State University Fullerton"",2005,2007,76,11.6,2.9,2.8,0.2,0.4,0.3,0.416,0.416,"""",0.678,0.8,0.044"
"2005,""NBA"",2,32,""LAC"",""Daniel Ewing"",""G"",""Duke University"",2006,2007,127,13.3,3.4,1.2,1.4,0.5,0.1,0.389,0.429,0.295,0.78,0.8,0.024"
"2006,""NBA"",2,31,""POR"",""James White"",""G-F"",""University of Cincinnati"",2007,2013,67,8.7,2.7,1,0.5,0.3,0.1,0.438,0.482,0.34,0.676,0.8,0.062"
"2006,""NBA"",2,54,""NJN"",""Hassan Adams"",""G"",""University of Arizona"",2007,2009,73,7.5,2.5,1.2,0.2,0.2,0.1,0.534,0.537,0,0.643,0.8,0.072"
"2007,""NBA"",2,34,""DAL"",""Nick Fazekas"",""F"",""University of Nevada Reno"",2008,2008,26,10.3,4.1,3.4,0.4,0.3,0.4,0.561,0.575,0,0.682,0.8,0.148"
"2008,""NBA"",2,48,""PHO"",""Malik Hairston"",""G"",""University of Oregon"",2009,2010,62,7.6,2.4,1.2,0.5,0.2,0.3,0.512,0.549,0.167,0.514,0.8,0.086"
"2010,""NBA"",1,12,""MEM"",""Xavier Henry"",""G"",""University of Kansas"",2011,2015,185,15.7,5.7,1.9,0.6,0.5,0.1,0.406,0.419,0.325,0.635,0.8,0.013"
"2013,""NBA"",1,19,""CLE"",""Sergey Karasev"",""G-F"","""",2014,2016,95,11.7,3,1.5,0.9,0.3,0,0.395,0.489,0.282,0.842,0.8,0.036"
"2014,""NBA"",1,17,""BOS"",""James Young"",""G-F"",""University of Kentucky"",2015,2018,95,8.5,2.3,1,0.3,0.3,0.1,0.367,0.534,0.277,0.563,0.8,0.046"
"2016,""NBA"",1,21,""ATL"",""DeAndre' Bembry"",""F"",""Saint Joseph's University"",2017,2019,146,18.9,6.3,3.3,1.9,0.9,0.4,0.445,0.504,0.281,0.605,0.8,0.014"
"2016,""NBA"",2,58,""BOS"",""Abdel Nader"",""F"",""Iowa State University"",2018,2019,109,11.2,3.6,1.7,0.4,0.3,0.2,0.387,0.432,0.333,0.667,0.8,0.03"
"2018,""NBA"",2,45,""BRK"",""Hamidou Diallo"",""G"",""University of Kentucky"",2019,2019,51,10.3,3.7,1.9,0.3,0.4,0.2,0.455,0.504,0.167,0.61,0.8,0.069"
"2001,""NBA"",1,22,""ORL"",""Jeryl Sasser"",""G"",""Southern Methodist University"",2002,2003,82,12.9,2.5,2.3,0.8,0.6,0.1,0.303,0.305,0.295,0.687,0.7,0.032"
"2003,""NBA"",2,56,""BOS"",""Brandon Hunter"",""F"",""Ohio University"",2004,2005,67,9.4,3.3,2.8,0.3,0.3,0.1,0.476,0.484,0,0.488,0.7,0.055"
"2007,""NBA"",2,41,""MIN"",""Chris Richard"",""F"",""University of Florida"",2008,2010,70,11.1,1.9,2.8,0.4,0.3,0.2,0.483,0.483,"""",0.605,0.7,0.045"
"2010,""NBA"",1,22,""POR"",""Elliot Williams"",""G"",""University of Memphis"",2012,2016,109,13.5,4.9,1.5,0.9,0.4,0.1,0.421,0.489,0.31,0.669,0.7,0.024"
"2010,""NBA"",2,41,""MIA"",""Jarvis Varnado"",""F"",""Mississippi State University"",2013,2014,37,10.7,2.9,1.9,0.4,0.3,0.8,0.582,0.582,"""",0.518,0.7,0.089"
"2014,""NBA"",1,29,""OKC"",""Josh Huestis"",""F"",""Stanford University"",2016,2018,76,14.1,2.5,2.4,0.3,0.2,0.6,0.346,0.4,0.312,0.24,0.7,0.03"
"2000,""NBA"",2,34,""CHI"",""Khalid El-Amin"",""G"",""University of Connecticut"",2001,2001,50,18.7,6.3,1.6,2.9,1,0,0.37,0.383,0.333,0.778,0.6,0.03"
"2009,""NBA"",1,24,""DAL"",""Byron Mullens"",""C"",""Ohio State University"",2010,2014,189,18.2,7.4,4.2,0.8,0.4,0.5,0.408,0.438,0.319,0.706,0.6,0.008"
"2014,""NBA"",2,35,""UTA"",""Jarnell Stokes"",""F-C"",""University of Tennessee"",2015,2017,28,5.4,2.4,1.4,0.3,0.3,0.2,0.581,0.581,"""",0.531,0.6,0.202"
"2015,""NBA"",1,29,""BRK"",""Chris McCullough"",""F"",""Syracuse University"",2016,2018,59,9,3.3,1.9,0.3,0.5,0.3,0.426,0.47,0.306,0.548,0.6,0.054"
"2015,""NBA"",2,48,""OKC"",""Dakari Johnson"",""C"",""University of Kentucky"",2018,2018,31,5.2,1.8,1.1,0.3,0.2,0.3,0.564,0.564,"""",0.55,0.6,0.178"
"2018,""NBA"",1,15,""WAS"",""Troy Brown"",""G-F"",""University of Oregon"",2019,2019,52,14,4.8,2.8,1.5,0.4,0.1,0.415,0.455,0.319,0.681,0.6,0.039"
"2018,""NBA"",1,17,""MIL"",""Donte DiVincenzo"",""G"",""Villanova University"",2019,2019,27,15.2,4.9,2.4,1.1,0.5,0.2,0.403,0.683,0.265,0.75,0.6,0.069"
"2018,""NBA"",1,22,""CHI"",""Chandler Hutchison"",""G"",""Boise State University"",2019,2019,44,20.3,5.2,4.2,0.8,0.5,0.1,0.459,0.516,0.28,0.605,0.6,0.03"
"2002,""NBA"",1,13,""MIL"",""Marcus Haislip"",""F"",""University of Tennessee"",2003,2010,89,9.6,3.5,1.5,0.2,0.2,0.4,0.437,0.444,0.35,0.659,0.5,0.026"
"2004,""NBA"",2,34,""ATL"",""Donta Smith"",""G-F"",""Southeastern Illinois College"",2005,2006,61,9.2,2.7,1.1,0.8,0.5,0.1,0.421,0.447,0.308,0.65,0.5,0.043"
"2004,""NBA"",2,40,""BOS"",""Justin Reed"",""F"",""University of Mississippi"",2005,2007,136,10.6,3.5,1.4,0.5,0.2,0.1,0.404,0.407,0,0.752,0.5,0.016"
"2005,""NBA"",2,42,""GSW"",""Chris Taft"",""F"",""University of Pittsburgh"",2006,2006,17,8.5,2.8,2.1,0.1,0.1,0.4,0.605,0.605,"""",0.167,0.5,0.155"
"2005,""NBA"",2,47,""MIN"",""Bracey Wright"",""G"",""Indiana University"",2006,2007,26,12.5,5,1.5,0.8,0.4,0,0.405,0.446,0.324,0.794,0.5,0.068"
"2006,""NBA"",1,9,""GSW"",""Patrick O'Bryant"",""C"",""Bradley University"",2007,2010,90,5.8,2.1,1.4,0.3,0.2,0.4,0.494,0.503,0,0.583,0.5,0.046"
