Year,Lg,Rd,Pk,Tm,Player,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2006,NBA,1,29,NYK,Mardy Collins,G,us,Temple University,2007,2010,189,14.7,3.9,1.8,1.7,0.6,0.1,0.38,0.396,0.299,0.599,-1.6,-0.027
2017,NBA,1,8,NYK,Frank Ntilikina,G,be,,2018,2019,121,21.6,5.9,2.2,3.1,0.8,0.3,0.354,0.38,0.305,0.735,-1.8,-0.033
2017,NBA,1,4,PHO,Josh Jackson,F-G,us,University of Kansas,2018,2019,156,25.3,12.3,4.5,1.9,1,0.6,0.415,0.455,0.294,0.65,-2.4,-0.029
2000,NBA,2,41,SAS,Chris Carrawell,,,Duke University,,,,,,,,,,,,,,,
2000,NBA,2,46,TOR,DeeAndre Hulett,,,College of the Sequoias,,,,,,,,,,,,,,,
2000,NBA,2,47,SEA,Josip Sesar,,,,,,,,,,,,,,,,,,
2000,NBA,2,48,PHI,Mark Karcher,,,Temple University,,,,,,,,,,,,,,,
2000,NBA,2,54,SAS,Cory Hightower,,,Indian Hills Community College,,,,,,,,,,,,,,,
2000,NBA,2,56,IND,Jaquay Walls,,,University of Colorado,,,,,,,,,,,,,,,
2000,NBA,2,57,ATL,Scoonie Penn,,,Ohio State University,,,,,,,,,,,,,,,
2000,NBA,2,58,DAL,Pete Mickeal,,,University of Cincinnati,,,,,,,,,,,,,,,
2001,NBA,2,39,NYK,Michael Wright,,,University of Arizona,,,,,,,,,,,,,,,
2001,NBA,2,43,NYK,Eric Chenowith,,,University of Kansas,,,,,,,,,,,,,,,
2001,NBA,2,44,DAL,Kyle Hill,,,Eastern Illinois University,,,,,,,,,,,,,,,
2001,NBA,2,47,DEN,Ousmane Cisse,,,,,,,,,,,,,,,,,,
2001,NBA,2,52,MIL,Andre Hutson,,,Michigan State University,,,,,,,,,,,,,,,
2001,NBA,2,55,SAC,Maurice Jeffers,,,Saint Louis University,,,,,,,,,,,,,,,
2001,NBA,2,56,SAS,Robertas Javtokas,C,lt,,,,,,,,,,,,,,,,
2001,NBA,2,58,SAS,Bryan Bracey,,,University of Oregon,,,,,,,,,,,,,,,
2002,NBA,2,30,GSW,Steve Logan,,,University of Cincinnati,,,,,,,,,,,,,,,
2002,NBA,2,36,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,
2002,NBA,2,39,WAS,Rod Grizzard,,,University of Alabama,,,,,,,,,,,,,,,
2002,NBA,2,43,POR,Jason Jennings,,,Arkansas State University,,,,,,,,,,,,,,,
2002,NBA,2,45,PHI,Sam Clancy,,,University of Southern California,,,,,,,,,,,,,,,
2002,NBA,2,49,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,
2002,NBA,2,51,POR,Federico Kammerichs,,,,,,,,,,,,,,,,,,
2002,NBA,2,52,MIN,Marcus Taylor,,,Michigan State University,,,,,,,,,,,,,,,
2002,NBA,2,55,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,
2003,NBA,2,34,LAC,Sofoklis Schortsanitis,C,cm,,,,,,,,,,,,,,,,
2003,NBA,2,35,MIL,Szymon Szewczyk,F-C,pl,,,,,,,,,,,,,,,,
2003,NBA,2,36,CHI,Mario Austin,F-C,us,Mississippi State University,,,,,,,,,,,,,,,
2003,NBA,2,44,HOU,Malick Badiane,,,,,,,,,,,,,,,,,,
2003,NBA,2,46,DEN,Sani Be?irovi?,G,si,,,,,,,,,,,,,,,,
2003,NBA,2,50,PHI,Paccelis Morlende,G,fr,,,,,,,,,,,,,,,,
2003,NBA,2,52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,,,,
2003,NBA,2,53,CHI,Tommy Smith,,,Arizona State University,,,,,,,,,,,,,,,
2003,NBA,2,54,POR,Nedžad Sinanovi?,C,ba,,,,,,,,,,,,,,,,
2003,NBA,2,55,MIN,Rick Rickert,,,University of Minnesota,,,,,,,,,,,,,,,
2003,NBA,2,57,DAL,Xue Yuyang,F-C,cn,,,,,,,,,,,,,,,,
2004,NBA,2,39,TOR,Albert Miralles,C,es,,,,,,,,,,,,,,,,
2004,NBA,2,41,SEA,David Young,,,North Carolina Central University,,,,,,,,,,,,,,,
2004,NBA,2,42,ATL,Viktor Sanikidze,F,ge,,,,,,,,,,,,,,,,
2004,NBA,2,44,NOH,Tim Pickett,,,Florida State University,,,,,,,,,,,,,,,
2004,NBA,2,48,SAC,Ricky Minard,,,Morehead State University,,,,,,,,,,,,,,,
2004,NBA,2,49,MEM,Sergei Lishouk,C-F,ua,,,,,,,,,,,,,,,,
2004,NBA,2,51,NJN,Christian Drejer,,,University of Florida,,,,,,,,,,,,,,,
2004,NBA,2,52,SAS,Romain Sato,,,Xavier University,,,,,,,,,,,,,,,
2004,NBA,2,54,DET,Rickey Paulding,,,University of Missouri,,,,,,,,,,,,,,,
2004,NBA,2,56,LAL,Marcus Douthit,,,Providence College,,,,,,,,,,,,,,,
2004,NBA,2,57,SAS,Sergei Karaulov,C,uz,,,,,,,,,,,,,,,,
2004,NBA,2,58,MIN,Blake Stepp,,,Gonzaga University,,,,,,,,,,,,,,,
2004,NBA,2,59,IND,Rashad Wright,,,University of Georgia,,,,,,,,,,,,,,,
2005,NBA,1,11,ORL,Fran Vázquez,,es,,,,,,,,,,,,,,,,
2005,NBA,2,35,POR,Ricky Sanchez,,,,,,,,,,,,,,,,,,
2005,NBA,2,46,IND,Erazem Lorbek,F,si,,,,,,,,,,,,,,,,
2005,NBA,2,52,DEN,Axel Hervelle,F,be,,,,,,,,,,,,,,,,
2005,NBA,2,59,ATL,Cenk Akyol,G,tr,,,,,,,,,,,,,,,,
2006,NBA,2,40,SEA,Denham Brown,,,University of Connecticut,,,,,,,,,,,,,,,
2006,NBA,2,44,ORL,Lior Eliyahu,F,il,,,,,,,,,,,,,,,,
2006,NBA,2,48,WAS,Vladimir Veremeenko,F,by,,,,,,,,,,,,,,,,
2006,NBA,2,53,SEA,Yotam Halperin,G,il,,,,,,,,,,,,,,,,
2006,NBA,2,55,CLE,Ejike Ugboaja,F,ng,,,,,,,,,,,,,,,,
2006,NBA,2,56,TOR,Edin Bav?i?,C-F,ba,,,,,,,,,,,,,,,,
2006,NBA,2,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,
2006,NBA,2,58,DAL,J.R. Pinnock,,,George Washington University,,,,,,,,,,,,,,,
2007,NBA,1,30,PHI,Petteri Koponen,G,fi,,,,,,,,,,,,,,,,
2007,NBA,2,39,MIA,Stanko Bara?,C,ba,,,,,,,,,,,,,,,,
2007,NBA,2,43,NOK,Adam Haluska,,,University of Iowa,,,,,,,,,,,,,,,
2007,NBA,2,44,ORL,Reyshawn Terry,,,University of North Carolina,,,,,,,,,,,,,,,
2007,NBA,2,45,LAC,Jared Jordan,,,Marist College,,,,,,,,,,,,,,,
2007,NBA,2,50,DAL,Renaldas Seibutis,G,lt,,,,,,,,,,,,,,,,
2007,NBA,2,54,HOU,Brad Newley,F-G,au,,,,,,,,,,,,,,,,
2007,NBA,2,55,UTA,Herbert Hill,,,Providence College,,,,,,,,,,,,,,,
2007,NBA,2,57,DET,Sammy Mejia,,,DePaul University,,,,,,,,,,,,,,,
2007,NBA,2,58,SAS,Georgios Printezis,F,gr,,,,,,,,,,,,,,,,
2007,NBA,2,60,DAL,Milovan Rakovi?,C,rs,,,,,,,,,,,,,,,,
2008,NBA,2,44,UTA,Ante Tomi?,C,hr,,,,,,,,,,,,,,,,
2008,NBA,2,46,SEA,Trent Plaisted,,,Brigham Young University Hawaii,,,,,,,,,,,,,,,
2008,NBA,2,49,GSW,Richard Hendrix,,,University of Alabama,,,,,,,,,,,,,,,
2008,NBA,2,50,SEA,DeVon Hardin,C,us,University of California,,,,,,,,,,,,,,,
2008,NBA,2,51,DAL,Shan Foster,,,Vanderbilt University,,,,,,,,,,,,,,,
2008,NBA,2,53,UTA,Tadija Dragi?evi?,F,rs,,,,,,,,,,,,,,,,
2008,NBA,2,54,HOU,Maarty Leunen,F,us,University of Oregon,,,,,,,,,,,,,,,
2008,NBA,2,57,SAS,James Gist,,,University of Maryland,,,,,,,,,,,,,,,
2008,NBA,2,59,DET,Deron Washington,,,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,
2009,NBA,2,34,DEN,Sergio Llull,G,es,,,,,,,,,,,,,,,,
2009,NBA,2,47,MIN,Henk Norel,F-C,nl,,,,,,,,,,,,,,,,
2009,NBA,2,49,ATL,Sergiy Gladyr,G,ua,,,,,,,,,,,,,,,,
2009,NBA,2,50,UTA,Goran Suton,,,Michigan State University,,,,,,,,,,,,,,,
2009,NBA,2,51,SAS,Jack McClinton,,,University of Miami,,,,,,,,,,,,,,,
2009,NBA,2,54,CHA,Robert Vaden,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,
2009,NBA,2,56,DAL,Ahmad Nivins,,,Saint Joseph's University,,,,,,,,,,,,,,,
2009,NBA,2,57,PHO,Emir Preldži?,F-G,ba,,,,,,,,,,,,,,,,
2009,NBA,2,59,LAL,Chinemelu Elonu,C-F,ng,Texas A&M University,,,,,,,,,,,,,,,
2009,NBA,2,60,MIA,Robert Dozier,,,University of Memphis,,,,,,,,,,,,,,,
2010,NBA,2,36,DET,Terrico White,,,University of Mississippi,,,,,,,,,,,,,,,
2010,NBA,2,42,MIA,Da'Sean Butler,,,West Virginia University,,,,,,,,,,,,,,,
2010,NBA,2,45,MIN,Paulo Prestes,C,br,,,,,,,,,,,,,,,,
2010,NBA,2,47,MIL,Tiny Gallon,,,University of Oklahoma,,,,,,,,,,,,,,,
2010,NBA,2,48,MIA,Latavious Williams,F,us,,,,,,,,,,,,,,,,
2010,NBA,2,49,SAS,Ryan Richards,F-C,gb,,,,,,,,,,,,,,,,
2010,NBA,2,51,OKC,Magnum Rolle,,,Louisiana Tech University,,,,,,,,,,,,,,,
2010,NBA,2,59,ORL,Stanley Robinson,,,University of Connecticut,,,,,,,,,,,,,,,
2010,NBA,2,60,PHO,Dwayne Collins,F,us,University of Miami,,,,,,,,,,,,,,,
2011,NBA,2,51,POR,Jon Diebler,G,us,Ohio State University,,,,,,,,,,,,,,,
2011,NBA,2,54,CLE,Milan Ma?van,F-C,hr,,,,,,,,,,,,,,,,
2011,NBA,2,56,LAL,Chukwudiebere Maduabum,F,ng,,,,,,,,,,,,,,,,
2011,NBA,2,57,DAL,Targuy Ngombo,,,,,,,,,,,,,,,,,,
2011,NBA,2,58,LAL,Ater Majok,F-C,sd,,,,,,,,,,,,,,,,
2011,NBA,2,59,SAS,Ádám Hanga,G,hu,,,,,,,,,,,,,,,,
2012,NBA,2,50,DEN,?zzet Türky?lmaz,C-F,tr,,,,,,,,,,,,,,,,
2012,NBA,2,56,TOR,Tomislav Zub?i?,F,hr,,,,,,,,,,,,,,,,
2012,NBA,2,57,NJN,?lkan Karaman,F,tr,,,,,,,,,,,,,,,,
2012,NBA,2,59,SAS,Marcus Denmon,G,us,University of Missouri,,,,,,,,,,,,,,,
2013,NBA,1,28,SAS,Livio Jean-Charles,F,gf,,,,,,,,,,,,,,,,
2013,NBA,2,45,POR,Marko Todorovi?,F,me,,,,,,,,,,,,,,,,
2013,NBA,2,51,ORL,Romero Osby,,,University of Oklahoma,,,,,,,,,,,,,,,
2013,NBA,2,53,IND,Colton Iverson,C,us,Colorado State University,,,,,,,,,,,,,,,
2013,NBA,2,54,WAS,Arsalan Kazemi,F,ir,University of Oregon,,,,,,,,,,,,,,,
2013,NBA,2,57,PHO,Alex Oriakhi,F,us,University of Missouri,,,,,,,,,,,,,,,
2013,NBA,2,58,SAS,Deshaun Thomas,F,us,Ohio State University,,,,,,,,,,,,,,,
2013,NBA,2,59,MIN,Bojan Dubljevi?,F-C,me,,,,,,,,,,,,,,,,
2013,NBA,2,60,MEM,J?nis Timma,F,lv,,,,,,,,,,,,,,,,
2014,NBA,2,37,TOR,DeAndre Daniels,F,us,University of Connecticut,,,,,,,,,,,,,,,
2014,NBA,2,50,PHO,Alec Brown,F-C,us,University of Wisconsin-Green Bay,,,,,,,,,,,,,,,
2014,NBA,2,52,PHI,Vasilije Mici?,G,rs,,,,,,,,,,,,,,,,
2014,NBA,2,53,MIN,Alessandro Gentile,F,it,,,,,,,,,,,,,,,,
2014,NBA,2,54,PHI,Nemanja Dangubi?,G,rs,,,,,,,,,,,,,,,,
2014,NBA,2,57,IND,Louis Labeyrie,F,fr,,,,,,,,,,,,,,,,
2014,NBA,2,59,TOR,Xavier Thames,G,us,San Diego State University,,,,,,,,,,,,,,,
2015,NBA,1,26,SAS,Nikola Milutinov,C,rs,,,,,,,,,,,,,,,,
2015,NBA,2,39,CHO,Juan Pablo Vaulet,F,ar,,,,,,,,,,,,,,,,
2015,NBA,2,42,UTA,Olivier Hanlan,G,ca,Boston College,,,,,,,,,,,,,,,
2015,NBA,2,45,BOS,Marcus Thornton,G,us,College of William & Mary,,,,,,,,,,,,,,,
2015,NBA,2,47,PHI,Art?ras Gudaitis,C,lt,,,,,,,,,,,,,,,,
2015,NBA,2,49,WAS,Aaron White,F,us,University of Iowa,,,,,,,,,,,,,,,
2015,NBA,2,50,ATL,Marcus Eriksson,G,se,,,,,,,,,,,,,,,,
2015,NBA,2,51,ORL,Tyler Harvey,G,us,Eastern Washington University,,,,,,,,,,,,,,,
2015,NBA,2,52,DAL,Satnam Singh Bhamara,C,in,,,,,,,,,,,,,,,,
2015,NBA,2,53,CLE,Sir'Dominic Pointer,G-F,us,St. John's University,,,,,,,,,,,,,,,
2015,NBA,2,54,UTA,Dani Díez de la Faya,F,es,,,,,,,,,,,,,,,,
2015,NBA,2,55,SAS,Cady Lalanne,C,ht,University of Massachusetts Amherst,,,,,,,,,,,,,,,
2015,NBA,2,57,DEN,Nikola Radi?evi?,G,rs,,,,,,,,,,,,,,,,
2015,NBA,2,58,PHI,J.P. Tokoto,G-F,us,University of North Carolina,,,,,,,,,,,,,,,
2015,NBA,2,59,ATL,Dimitrios Agravanis,F-C,gr,,,,,,,,,,,,,,,,
2015,NBA,2,60,PHI,Luka Mitrovi?,F,rs,,,,,,,,,,,,,,,,
2016,NBA,2,35,BOS,Rade Zagorac,G-F,rs,,,,,,,,,,,,,,,,
2016,NBA,2,39,NOP,David Michineau,G,gp,,,,,,,,,,,,,,,,
2016,NBA,2,44,ATL,Isaïa Cordinier,G,fr,,,,,,,,,,,,,,,,
2016,NBA,2,53,DEN,Petr Cornelie,F,fr,,,,,,,,,,,,,,,,
2016,NBA,2,57,MEM,Wang Zhelin,C,cn,,,,,,,,,,,,,,,,
2016,NBA,2,59,SAC,Isaiah Cousins,G,us,University of Oklahoma,,,,,,,,,,,,,,,
2017,NBA,1,25,ORL,Anžejs Pase??iks,C,lv,,,,,,,,,,,,,,,,
2017,NBA,2,49,DEN,Vlatko ?an?ar,F,si,,,,,,,,,,,,,,,,
2017,NBA,2,50,PHI,Mathias Lessort,F,mq,,,,,,,,,,,,,,,,
2017,NBA,2,55,UTA,Nigel Williams-Goss,G,us,Gonzaga University,,,,,,,,,,,,,,,
2017,NBA,2,57,BRK,Aleksandar Vezenkov,F,cy,,,,,,,,,,,,,,,,
2017,NBA,2,58,NYK,Ognjen Jaramaz,G,yu,,,,,,,,,,,,,,,,
2017,NBA,2,60,ATL,Alpha Kaba,F,fr,,,,,,,,,,,,,,,,
2018,NBA,1,14,DEN,Michael Porter,F,us,University of Missouri,,,,,,,,,,,,,,,
2018,NBA,2,43,DEN,Justin Jackson,F,ca,University of Maryland,,,,,,,,,,,,,,,
2018,NBA,2,44,WAS,Issuf Sanon,G,ua,,,,,,,,,,,,,,,,
2018,NBA,2,51,NOP,Tony Carr,G,us,Pennsylvania State University,,,,,,,,,,,,,,,
2018,NBA,2,53,OKC,Devon Hall,G,us,University of Virginia,,,,,,,,,,,,,,,
2018,NBA,2,55,CHO,Arnoldas Kulboka,F,lt,,,,,,,,,,,,,,,,
2018,NBA,2,57,OKC,Kevin Hervey,F,us,University of Texas at Arlington,,,,,,,,,,,,,,,
2019,NBA,1,1,NOP,Zion Williamson,F,us,Duke University,,,,,,,,,,,,,,,
2019,NBA,1,2,MEM,Ja Morant,G,us,Murray State University,,,,,,,,,,,,,,,
2019,NBA,1,3,NYK,RJ Barrett,G-F,ca,Duke University,,,,,,,,,,,,,,,
2019,NBA,1,4,LAL,De'Andre Hunter,F,us,University of Virginia,,,,,,,,,,,,,,,
2019,NBA,1,5,CLE,Darius Garland,G,us,Vanderbilt University,,,,,,,,,,,,,,,
2019,NBA,1,6,PHO,Jarrett Culver,G,us,Texas Tech University,,,,,,,,,,,,,,,
2019,NBA,1,7,CHI,Coby White,G,us,University of North Carolina,,,,,,,,,,,,,,,
2019,NBA,1,8,ATL,Jaxson Hayes,F,us,University of Texas at Austin,,,,,,,,,,,,,,,
2019,NBA,1,9,WAS,Rui Hachimura,F,jp,Gonzaga University,,,,,,,,,,,,,,,
2019,NBA,1,10,ATL,Cam Reddish,F,us,Duke University,,,,,,,,,,,,,,,
2019,NBA,1,11,MIN,Cameron Johnson,F,us,University of North Carolina,,,,,,,,,,,,,,,
2019,NBA,1,12,CHO,PJ Washington,F,us,University of Kentucky,,,,,,,,,,,,,,,
2019,NBA,1,13,MIA,Tyler Herro,G,us,University of Kentucky,,,,,,,,,,,,,,,
2019,NBA,1,14,BOS,Romeo Langford,G,us,Indiana University,,,,,,,,,,,,,,,
2019,NBA,1,15,DET,Sekou Doumbouya,F,gn,,,,,,,,,,,,,,,,
2019,NBA,1,16,ORL,Chuma Okeke,F,us,Auburn University,,,,,,,,,,,,,,,
2019,NBA,1,17,BRK,Nickeil Alexander-Walker,G,ca,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,
2019,NBA,1,18,IND,Goga Bitadze,C,ge,,,,,,,,,,,,,,,,
2019,NBA,1,19,SAS,Luka Šamani?,F,hr,,,,,,,,,,,,,,,,
2019,NBA,1,20,BOS,Matisse Thybulle,G,us,University of Washington,,,,,,,,,,,,,,,
2019,NBA,1,21,OKC,Brandon Clarke,F,ca,Gonzaga University,,,,,,,,,,,,,,,
2019,NBA,1,22,BOS,Grant Williams,F,us,University of Tennessee,,,,,,,,,,,,,,,
2019,NBA,1,23,UTA,Darius Bazley,F,us,,,,,,,,,,,,,,,,
2019,NBA,1,24,PHI,Ty Jerome,G,us,University of Virginia,,,,,,,,,,,,,,,
2019,NBA,1,25,POR,Nassir Little,F,us,University of North Carolina,,,,,,,,,,,,,,,
2019,NBA,1,26,CLE,Dylan Windler,G-F,us,Belmont University,,,,,,,,,,,,,,,
2019,NBA,1,27,BRK,Mfiondu Kabengele,F,ca,Florida State University,,,,,,,,,,,,,,,
2019,NBA,1,28,GSW,Jordan Poole,G,us,University of Michigan,,,,,,,,,,,,,,,
2019,NBA,1,29,SAS,Keldon Johnson,G,us,University of Kentucky,,,,,,,,,,,,,,,
2019,NBA,1,30,MIL,Kevin Porter,G,us,University of Southern California,,,,,,,,,,,,,,,
2019,NBA,2,31,BRK,Nicolas Claxton,F,us,University of Georgia,,,,,,,,,,,,,,,
2019,NBA,2,32,PHO,KZ Okpala,F,us,Stanford University,,,,,,,,,,,,,,,
2019,NBA,2,33,PHI,Carsen Edwards,G,us,Purdue University,,,,,,,,,,,,,,,
2019,NBA,2,34,PHI,Bruno Fernando,F,ao,University of Maryland,,,,,,,,,,,,,,,
2019,NBA,2,35,ATL,Marcos Louzada Silva,G,br,,,,,,,,,,,,,,,,
2019,NBA,2,36,CHO,Cody Martin,G-F,us,University of Nevada Reno,,,,,,,,,,,,,,,
2019,NBA,2,37,DAL,Deividas Sirvydis,G-F,lt,,,,,,,,,,,,,,,,
2019,NBA,2,38,CHI,Daniel Gafford,F,us,University of Arkansas,,,,,,,,,,,,,,,
2019,NBA,2,39,NOP,Alen Smailagi?,F,rs,,,,,,,,,,,,,,,,
2019,NBA,2,40,SAC,Justin James,G,us,University of Wyoming,,,,,,,,,,,,,,,
2019,NBA,2,41,GSW,Eric Paschall,F,us,Villanova University,,,,,,,,,,,,,,,
2019,NBA,2,42,PHI,Admiral Schofield,G-F,gb,University of Tennessee,,,,,,,,,,,,,,,
2019,NBA,2,43,MIN,Jaylen Nowell,G,us,University of Washington,,,,,,,,,,,,,,,
2019,NBA,2,44,MIA,Bol Bol,C,sd,University of Oregon,,,,,,,,,,,,,,,
2019,NBA,2,45,DET,Isaiah Roby,F,us,University of Nebraska,,,,,,,,,,,,,,,
2019,NBA,2,46,ORL,Talen Horton-Tucker,G-F,us,Iowa State University,,,,,,,,,,,,,,,
2019,NBA,2,47,SAC,Ignas Brazdeikis,F,lt,University of Michigan,,,,,,,,,,,,,,,
2019,NBA,2,48,LAC,Terance Mann,G-F,us,Florida State University,,,,,,,,,,,,,,,
2019,NBA,2,49,SAS,Quinndary Weatherspoon,G,us,Mississippi State University,,,,,,,,,,,,,,,
2019,NBA,2,50,IND,Jarrell Brantley,F,us,College of Charleston,,,,,,,,,,,,,,,
2019,NBA,2,51,BOS,Tremont Waters,G,us,Louisiana State University,,,,,,,,,,,,,,,
2019,NBA,2,52,CHO,Jalen McDaniels,F,us,San Diego State University,,,,,,,,,,,,,,,
2019,NBA,2,53,UTA,Justin Wright-Foreman,G,us,Hofstra University,,,,,,,,,,,,,,,
2019,NBA,2,54,PHI,Marial Shayok,G,ca,Iowa State University,,,,,,,,,,,,,,,
2019,NBA,2,55,NYK,Kyle Guy,G,us,University of Virginia,,,,,,,,,,,,,,,
2019,NBA,2,56,LAC,Jaylen Hands,G,us,University of California Los Angeles,,,,,,,,,,,,,,,
2019,NBA,2,57,NOP,Jordan Bone,G,us,University of Tennessee,,,,,,,,,,,,,,,
2019,NBA,2,58,GSW,Miye Oni,G,us,Yale University,,,,,,,,,,,,,,,
2019,NBA,2,59,TOR,Dewan Hernandez,F,us,University of Miami,,,,,,,,,,,,,,,
2019,NBA,2,60,SAC,Vanja Marinkovi?,G,rs,,,,,,,,,,,,,,,,
