,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,eFG%,WS,AP Player of the Year,NABC Defensive Player of the Year,NABC Player of the Year,Naismith Award,NCAA Tournament Most Outstanding Player,NIT Most Valuable Player,Rupp Trophy,Sporting News Player of the Year,UPI Player of the Year,USBWA Freshman of the Year,Year,Rd,Pk,Tm,Projected Rd,Projected Pk,Team Score
22913,Ryan Anderson,SR,2016,F,Arizona,Pac-12,33,29.182,5.273,9.667,5.212000000000001,9.455,0.061,0.212,4.697,6.303,3.0,7.121,10.121,0.7879999999999999,0.6970000000000001,0.606,1.909,2.121,15.302999999999999,28.85,0.47200000000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,21.0,NJN,1.0,21.0,0.0
22939,Malcolm Brogdon,SR,2016,G,Virginia,ACC,37,34.135,6.216,13.595,4.189,8.405,2.0269999999999997,5.189,3.784,4.216,0.514,3.5410000000000004,4.053999999999999,3.108,0.946,0.243,1.405,2.0540000000000003,18.243,27.48,0.465,1.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,36.0,MIL,2.0,36.0,0.0
22968,Anthony Brown,FR,2016,G,Green Bay,Horizon,29,11.172,0.759,1.828,0.552,1.4140000000000001,0.207,0.414,0.828,1.2409999999999999,0.172,1.103,1.276,0.655,0.517,0.0,0.655,1.103,2.552,11.86,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,2.0,34.0,LAL,2.0,34.0,0.0
22976,Jaylen Brown,FR,2016,F,University of California,Pac-12,34,27.618000000000002,4.794,11.118,3.912,8.118,0.882,3.0,4.176,6.382000000000001,1.0590000000000002,4.294,5.353,2.0,0.794,0.647,3.088,3.176,14.647,24.11,0.47100000000000003,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,3.0,BOS,1.0,3.0,0.0
23005,Ben Bentil,SO,2016,F,Providence,Big East,35,34.229,7.029,15.229000000000001,5.542999999999999,10.714,1.486,4.513999999999999,5.542999999999999,7.086,2.6860000000000004,4.971,7.657,1.143,0.857,1.0290000000000001,1.9140000000000001,2.7710000000000004,21.086,31.68,0.462,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,51.0,BOS,2.0,51.0,0.0
23015,Jonah Bolden,SO,2016,F,UCLA,Pac-12,31,21.677,1.645,3.968,1.355,2.806,0.29,1.161,1.065,1.452,1.161,3.677,4.8389999999999995,1.065,0.677,0.871,0.8390000000000001,2.065,4.645,15.22,0.451,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,36.0,PHI,2.0,36.0,0.0
23019,Joel Bolomboy,SR,2016,F,Weber State,Big Sky,33,31.545,5.848,10.212,5.242000000000001,8.545,0.606,1.6669999999999998,4.8180000000000005,6.909,3.303,9.273,12.575999999999999,1.061,0.6970000000000001,1.212,2.364,2.2119999999999997,17.121,30.92,0.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,52.0,UTA,2.0,52.0,0.0
23073,Demetrius Jackson,JR,2016,G,Notre Dame,ACC,35,35.971,5.513999999999999,12.229000000000001,3.971,7.571000000000001,1.5430000000000001,4.657,3.2289999999999996,3.971,0.8859999999999999,2.571,3.457,4.686,1.229,0.28600000000000003,2.171,1.943,15.8,23.89,0.515,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,45.0,BOS,2.0,45.0,0.0
23095,Brandon Ingram,FR,2016,G,Duke,ACC,36,34.611,5.944,13.444,3.722,8.027999999999999,2.222,5.417000000000001,3.222,4.7219999999999995,1.861,4.917,6.778,2.0,1.139,1.361,2.0,2.056,17.333,27.56,0.525,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,2.0,LAL,1.0,2.0,0.0
23141,Buddy Hield,SR,2016,G,Oklahoma,Big 12,37,35.378,8.135,16.243,4.162,7.541,3.9730000000000003,8.703,4.757,5.405,1.2429999999999999,4.486000000000001,5.73,2.0269999999999997,1.135,0.486,3.054,2.0540000000000003,25.0,33.46,0.433,1.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016.0,1.0,6.0,NOP,1.0,6.0,0.0
23202,Brice Johnson,SR,2016,F,North Carolina,ACC,40,28.025,7.175,11.625,7.175,11.625,0.0,0.0,3.85,4.85,2.875,7.525,10.4,1.45,1.075,1.475,1.75,2.65,18.2,37.14,0.511,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,25.0,LAC,1.0,25.0,0.0
23221,Wesley Johnson,SO,2016,F,Charleston Southern,Big South,28,10.714,0.5710000000000001,1.0,0.5710000000000001,1.0,0.0,0.0,0.7859999999999999,1.25,0.821,1.071,1.893,0.179,0.28600000000000003,0.25,0.35700000000000004,1.75,1.929,10.74,0.478,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,4.0,MIN,1.0,4.0,0.0
23228,Damian Jones,JR,2016,C,Vanderbilt,SEC,33,26.241999999999997,5.5760000000000005,9.455,5.5760000000000005,9.363999999999999,0.0,0.091,2.727,5.091,2.242,4.636,6.879,1.1520000000000001,0.242,1.636,1.97,3.273,13.879000000000001,27.11,0.59,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,30.0,GSW,1.0,30.0,0.0
23255,Kay Felder,JR,2016,G,Oakland,Horizon,35,36.743,7.686,17.486,5.513999999999999,11.370999999999999,2.171,6.114,6.829,8.057,0.743,3.514,4.257,9.257,1.9709999999999999,0.2,3.429,2.971,24.371,37.06,0.441,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,54.0,ATL,2.0,54.0,0.0
23314,Kris Dunn,JR,2016,G,Providence,Big East,33,32.97,5.5760000000000005,12.455,4.303,9.03,1.273,3.424,4.0,5.757999999999999,1.091,4.242,5.332999999999999,6.242000000000001,2.485,0.606,3.515,2.818,16.424,29.27,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,5.0,MIN,1.0,5.0,0.0
23345,Henry Ellenson,FR,2016,F,Marquette,Big East,33,33.545,5.879,13.182,4.97,10.03,0.909,3.1519999999999997,4.333,5.787999999999999,2.1519999999999997,7.5760000000000005,9.727,1.788,0.848,1.485,2.364,2.545,17.0,27.93,0.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,18.0,DET,1.0,18.0,0.0
23390,Daniel Hamilton,SO,2016,G,Connecticut,AAC,36,31.861,4.417,11.417,3.111,7.472,1.306,3.944,2.3890000000000002,2.778,0.917,8.0,8.917,4.7219999999999995,1.056,0.41700000000000004,2.3609999999999998,1.8330000000000002,12.527999999999999,24.59,0.44299999999999995,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,56.0,DEN,2.0,56.0,0.0
23400,A.J. Hammons,SR,2016,C,Purdue,Big Ten,33,24.636,6.03,10.182,5.848,9.847999999999999,0.182,0.33299999999999996,2.727,3.8480000000000003,2.333,5.848,8.182,1.121,0.273,2.545,1.97,2.364,14.97,33.85,0.513,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,46.0,DAL,2.0,46.0,0.0
23415,Michael Gbinije,SR,2016,F,Syracuse,ACC,37,37.919000000000004,6.081,13.189,3.622,6.892,2.459,6.297000000000001,2.865,4.324,1.081,3.0,4.081,4.297,1.892,0.35100000000000003,2.838,2.6489999999999996,17.486,24.48,0.65,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2.0,49.0,DET,2.0,49.0,0.0
23510,Semi Ojeleye,JR,2017,F,Southern Methodist,AAC,35,34.143,6.0,12.314,3.9139999999999997,7.4,2.086,4.914,4.914,6.257000000000001,2.286,4.571000000000001,6.857,1.514,0.429,0.4,1.429,1.771,19.0,28.9,0.389,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,37.0,BOS,2.0,37.0,0.0
23537,Monte Morris,SR,2017,G,Iowa State,Big 12,35,35.343,6.171,13.286,4.629,9.2,1.5430000000000001,4.086,2.543,3.1710000000000003,1.143,3.6860000000000004,4.829,6.2,1.514,0.28600000000000003,1.2,1.4569999999999999,16.429000000000002,29.38,0.508,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,51.0,DEN,2.0,51.0,0.0
23594,Ivan Rabb,SO,2017,F,University of California,Pac-12,31,32.645,4.871,10.065,4.613,9.419,0.258,0.645,4.0,6.032,3.032,7.419,10.452,1.548,0.677,1.0,2.161,3.097,14.0,24.49,0.49700000000000005,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,35.0,ORL,2.0,35.0,0.0
23612,Davon Reed,SR,2017,G,Miami (FL),ACC,33,35.303000000000004,4.879,11.273,2.485,5.242000000000001,2.394,6.03,2.727,3.273,0.848,3.9389999999999996,4.788,2.394,1.3030000000000002,0.485,2.03,1.5759999999999998,14.879000000000001,22.4,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,32.0,PHO,2.0,32.0,0.0
23626,Alec Peters,SR,2017,F,Valparaiso,Horizon,29,35.138000000000005,7.517,16.137999999999998,5.517,10.620999999999999,2.0,5.517,5.931,6.69,2.552,7.5520000000000005,10.103,2.207,0.7929999999999999,0.379,2.448,2.207,22.965999999999998,33.96,0.581,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,54.0,PHO,2.0,54.0,0.0
23640,Justin Patton,FR,2017,C,Creighton,Big East,35,25.285999999999998,5.7139999999999995,8.457,5.486000000000001,8.029,0.22899999999999998,0.429,1.286,2.4859999999999998,1.686,4.543,6.229,1.171,0.857,1.429,1.714,2.7430000000000003,12.943,27.5,0.33,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,16.0,CHI,1.0,16.0,0.0
23686,Tyler Lydon,SO,2017,F,Syracuse,ACC,34,36.088,4.441,9.382,3.0,5.735,1.4409999999999998,3.647,2.853,3.412,2.324,6.324,8.647,2.059,1.0290000000000001,1.4409999999999998,1.735,2.471,13.175999999999998,22.6,0.5720000000000001,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,24.0,UTA,1.0,24.0,0.0
23724,Lauri Markkanen,FR,2017,F,Arizona,Pac-12,37,30.811,5.0,10.162,3.135,5.757000000000001,1.865,4.405,3.7030000000000003,4.4319999999999995,2.378,4.811,7.189,0.865,0.405,0.514,1.081,1.973,15.568,27.18,0.584,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,7.0,MIN,1.0,7.0,0.0
23753,Kyle Kuzma,JR,2017,F,Utah,Pac-12,29,30.828000000000003,6.276,12.448,5.345,9.552,0.9309999999999999,2.897,2.931,4.379,2.793,6.5520000000000005,9.345,2.448,0.621,0.483,2.138,1.5859999999999999,16.414,29.77,0.525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,27.0,BRK,1.0,27.0,0.0
23810,De'Anthony Melton,FR,2017,G,Southern California,Pac-12,36,27.0,2.806,6.417000000000001,2.222,4.361000000000001,0.583,2.056,2.1390000000000002,3.028,1.389,3.333,4.7219999999999995,3.472,1.9169999999999998,1.028,1.778,2.25,8.333,22.22,0.483,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,46.0,HOU,2.0,46.0,0.0
23816,Malik Monk,FR,2017,G,Kentucky,SEC,38,32.053000000000004,6.605,14.684000000000001,3.8680000000000003,7.789,2.737,6.895,3.895,4.737,0.316,2.184,2.5,2.289,0.9470000000000001,0.5,1.974,1.895,19.842,29.27,0.5429999999999999,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,11.0,CHO,1.0,11.0,0.0
23861,Frank Mason,SR,2017,G,Kansas,Big 12,36,36.139,6.694,13.667,4.417,8.833,2.278,4.833,5.25,6.611000000000001,0.611,3.556,4.167,5.194,1.306,0.055999999999999994,2.3890000000000002,2.028,20.916999999999998,30.33,0.47700000000000004,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2017.0,2.0,34.0,SAC,2.0,34.0,0.0
23962,Sindarius Thornwell,SR,2017,G,South Carolina,SEC,31,33.903,6.29,14.161,4.419,9.387,1.871,4.774,6.935,8.355,2.484,4.645,7.129,2.7739999999999996,2.129,0.968,2.452,2.29,21.386999999999997,35.27,0.436,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,48.0,MIL,2.0,48.0,0.0
24034,Nigel Williams-Goss,JR,2017,G,Gonzaga,WCC,38,32.842,5.789,11.921,4.658,8.842,1.1320000000000001,3.0789999999999997,4.132,4.763,0.579,5.395,5.974,4.711,1.6840000000000002,0.079,2.1319999999999997,1.579,16.842,29.23,0.508,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,55.0,UTA,2.0,55.0,0.0
24037,D.J. Wilson,JR,2017,F,Michigan,Big Ten,38,30.395,4.316,8.026,3.237,5.132000000000001,1.079,2.895,1.3159999999999998,1.579,1.5,3.842,5.3420000000000005,1.3159999999999998,0.526,1.5,1.105,1.895,11.026,21.06,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,17.0,MIL,1.0,17.0,0.0
24070,Derrick White,SR,2017,G,Colorado,Pac-12,34,32.824,6.029,11.882,4.353,7.647,1.676,4.235,4.353,5.353,1.0290000000000001,3.0589999999999997,4.088,4.353,1.235,1.4409999999999998,2.3819999999999997,2.1180000000000003,18.088,30.35,0.578,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,29.0,SAS,1.0,29.0,0.0
24220,Caleb Swanigan,SO,2017,F,Purdue,Big Ten,35,32.543,6.343,12.029000000000002,5.257000000000001,9.6,1.0859999999999999,2.4290000000000003,4.686,6.0,2.7430000000000003,9.714,12.457,3.057,0.429,0.8,3.3710000000000004,2.7710000000000004,18.457,30.58,0.5720000000000001,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,26.0,POR,1.0,26.0,0.0
24224,Edmond Sumner,SO,2017,G,Xavier,Big East,21,33.143,4.81,10.048,4.238,7.952000000000001,0.5710000000000001,2.095,4.762,6.476,0.524,3.81,4.333,5.0,1.286,0.762,2.762,2.4290000000000003,14.952,24.66,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,52.0,NOP,2.0,52.0,0.0
24258,Jayson Tatum,FR,2017,F,Duke,ACC,29,33.31,5.69,12.585999999999999,4.31,8.552,1.379,4.034,4.069,4.793,1.345,6.0,7.345,2.138,1.345,1.138,2.6210000000000004,2.966,16.828,26.51,0.507,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,3.0,BOS,1.0,3.0,0.0
24347,Zach Collins,FR,2017,F,Gonzaga,WCC,39,17.256,3.4619999999999997,5.308,3.205,4.769,0.256,0.5379999999999999,2.821,3.795,1.692,4.205,5.897,0.41,0.462,1.7690000000000001,1.538,2.6919999999999997,10.0,31.73,0.6759999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,10.0,SAC,1.0,10.0,0.0
24349,John Collins,SO,2017,F,Wake Forest,ACC,33,26.605999999999998,7.091,11.394,7.091,11.364,0.0,0.03,4.97,6.667000000000001,3.758,6.061,9.818,0.515,0.636,1.5759999999999998,1.818,2.97,19.152,38.99,0.547,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,19.0,ATL,1.0,19.0,0.0
24480,Damyean Dotson,SR,2017,G,Houston,AAC,32,34.312,6.312,13.437999999999999,2.938,5.812,3.375,7.625,1.375,1.656,1.531,5.406000000000001,6.938,1.125,0.9059999999999999,0.156,1.031,1.656,17.375,26.91,0.48700000000000004,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,44.0,NYK,2.0,44.0,0.0
24482,Tyler Dorsey,SO,2017,G,Oregon,Pac-12,39,29.974,4.846,10.385,2.59,5.051,2.256,5.332999999999999,2.6919999999999997,3.5639999999999996,0.846,2.615,3.4619999999999997,1.7180000000000002,0.769,0.10300000000000001,1.5130000000000001,1.462,14.640999999999998,24.11,0.537,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,41.0,ATL,2.0,41.0,0.0
24542,Dwayne Bacon,SO,2017,G,Florida State,ACC,35,28.8,6.314,13.970999999999998,4.686,9.086,1.629,4.886,2.971,3.943,1.0,3.2,4.2,1.743,1.0,0.114,2.029,1.571,17.229,28.68,0.483,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,40.0,NOP,2.0,40.0,0.0
24547,Lonzo Ball,FR,2017,G,UCLA,Pac-12,36,35.083,5.25,9.527999999999999,3.028,4.138999999999999,2.222,5.388999999999999,1.8330000000000002,2.722,0.917,5.083,6.0,7.611000000000001,1.8330000000000002,0.778,2.472,1.806,14.556,28.12,0.6679999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017.0,1.0,2.0,LAL,1.0,2.0,0.0
24570,OG Anunoby,SO,2017,F,Indiana,Big Ten,16,25.125,4.25,7.625,3.375,4.812,0.875,2.812,1.6880000000000002,3.0,1.75,3.688,5.438,1.4380000000000002,1.3119999999999998,1.3119999999999998,1.625,2.062,11.062000000000001,26.13,0.625,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,23.0,TOR,1.0,23.0,0.0
24626,Bam Adebayo,FR,2017,F,Kentucky,SEC,38,30.131999999999998,4.474,7.474,4.474,7.474,0.0,0.0,4.053,6.211,3.105,4.895,8.0,0.8420000000000001,0.684,1.5,1.6840000000000002,2.605,13.0,24.96,0.599,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,14.0,MIA,1.0,14.0,0.0
24635,Ike Anigbogu,FR,2017,F,UCLA,Pac-12,29,13.0,1.966,3.483,1.966,3.483,0.0,0.0,0.7929999999999999,1.483,1.4140000000000001,2.6210000000000004,4.034,0.207,0.172,1.207,0.828,2.483,4.724,21.1,0.564,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,47.0,IND,2.0,47.0,0.0
24643,Kadeem Allen,SR,2017,G,Arizona,Pac-12,34,30.0,3.147,6.941,2.206,4.735,0.941,2.206,2.529,3.412,0.353,3.676,4.029,2.971,1.5590000000000002,0.618,1.912,2.441,9.765,18.9,0.507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,53.0,BOS,2.0,53.0,0.0
24646,Jarrett Allen,FR,2017,F,Texas,Big 12,33,32.152,5.4239999999999995,9.576,5.4239999999999995,9.363999999999999,0.0,0.212,2.545,4.515,3.03,5.394,8.424,0.818,0.5760000000000001,1.545,2.545,2.061,13.394,22.53,0.5660000000000001,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,22.0,BRK,1.0,22.0,0.0
24680,Tony Bradley,FR,2017,F,North Carolina,ACC,38,14.552999999999999,2.6839999999999997,4.684,2.6839999999999997,4.684,0.0,0.0,1.7109999999999999,2.763,2.5789999999999997,2.553,5.132000000000001,0.605,0.263,0.579,0.6579999999999999,1.8159999999999998,7.079,30.06,0.573,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,28.0,LAL,1.0,28.0,0.0
24684,Dillon Brooks,JR,2017,F,Oregon,Pac-12,35,25.314,5.886,12.057,4.257,8.0,1.629,4.0569999999999995,2.714,3.6,1.0,2.229,3.2289999999999996,2.714,1.0859999999999999,0.457,2.057,2.7710000000000004,16.114,31.37,0.498,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,45.0,HOU,2.0,45.0,0.0
24689,Sterling Brown,SR,2017,G,Southern Methodist,AAC,35,32.657,4.6,10.029,2.8569999999999998,6.143,1.743,3.886,2.4859999999999998,3.1430000000000002,1.571,4.914,6.486000000000001,3.0,1.429,0.5429999999999999,1.9709999999999999,2.6,13.429,23.92,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,46.0,PHI,2.0,46.0,0.0
24696,Thomas Bryant,SO,2017,C,Indiana,Big Ten,34,28.059,4.353,8.382,3.676,6.617999999999999,0.6759999999999999,1.765,3.176,4.353,2.235,4.412,6.647,1.4709999999999999,0.765,1.5290000000000001,2.294,3.0589999999999997,12.559000000000001,24.27,0.56,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,42.0,UTA,2.0,42.0,0.0
24721,Jabari Bird,SR,2017,G,University of California,Pac-12,27,31.963,5.185,11.777999999999999,2.778,5.185,2.407,6.593,1.556,2.037,0.963,3.741,4.704,1.037,0.667,0.222,1.8519999999999999,1.926,14.333,21.16,0.493,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,56.0,BOS,2.0,56.0,0.0
24759,Jaron Blossomgame,SR,2017,F,Clemson,ACC,33,34.333,6.667000000000001,13.364,5.939,10.515,0.727,2.8480000000000003,3.636,5.091,1.788,4.485,6.273,1.545,0.818,0.909,1.6969999999999998,1.6059999999999999,17.697,26.88,0.42700000000000005,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,59.0,SAS,2.0,59.0,0.0
24791,Frank Jackson,FR,2017,G,Duke,ACC,36,24.861,3.694,7.806,2.278,4.2219999999999995,1.4169999999999998,3.583,2.1390000000000002,2.833,0.639,1.861,2.5,1.694,0.556,0.055999999999999994,1.361,2.3609999999999998,10.944,20.74,0.564,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,31.0,CHO,2.0,31.0,0.0
24792,Josh Jackson,FR,2017,G,Kansas,Big 12,35,30.771,6.2860000000000005,12.257,5.314,9.686,0.971,2.571,2.8,4.9430000000000005,2.314,5.0569999999999995,7.371,2.971,1.686,1.057,2.7710000000000004,2.971,16.343,29.68,0.436,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,4.0,PHO,1.0,4.0,0.0
24804,Wesley Iwundu,SR,2017,F,Kansas State,Big 12,35,31.371,4.314,8.971,3.4,6.542999999999999,0.914,2.4290000000000003,3.486,4.543,1.0290000000000001,5.2860000000000005,6.314,3.457,1.0,0.34299999999999997,2.314,1.8,13.029000000000002,23.12,0.423,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,33.0,ORL,2.0,33.0,0.0
24808,Jonathan Isaac,FR,2017,F,Florida State,ACC,32,26.219,4.062,8.0,3.094,5.218999999999999,0.9690000000000001,2.781,2.875,3.688,1.75,6.093999999999999,7.843999999999999,1.156,1.156,1.531,1.5,2.188,11.969000000000001,27.89,0.568,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,6.0,ORL,1.0,6.0,0.0
24879,Luke Kennard,SO,2017,G,Duke,ACC,37,35.514,6.405,13.107999999999999,4.027,7.676,2.378,5.432,4.324,5.053999999999999,1.162,3.9189999999999996,5.081,2.459,0.838,0.35100000000000003,1.595,2.2430000000000003,19.514,27.91,0.503,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,12.0,DET,1.0,12.0,0.0
24923,JaJuan Johnson,SR,2017,G,Marquette,Big East,31,26.0,4.419,9.323,3.387,6.6129999999999995,1.032,2.71,2.097,2.645,0.677,3.4189999999999996,4.0969999999999995,2.677,1.903,0.452,2.29,1.6130000000000002,11.968,25.56,0.409,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,27.0,NJN,1.0,27.0,0.0
24932,Maurice Jeffers,SR,2017,F,Boston College,ACC,32,20.344,2.312,4.688,2.312,4.688,0.0,0.0,0.9059999999999999,1.656,1.9380000000000002,3.656,5.593999999999999,0.5,0.375,0.531,1.406,2.781,5.531000000000001,14.87,0.402,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,55.0,SAC,2.0,55.0,0.0
24939,James Jones,FR,2017,G,Buffalo,MAC,14,5.928999999999999,0.7140000000000001,1.857,0.35700000000000004,0.7859999999999999,0.35700000000000004,1.071,0.214,0.35700000000000004,0.071,0.28600000000000003,0.35700000000000004,0.28600000000000003,0.0,0.0,0.214,0.5710000000000001,2.0,14.19,0.48100000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,2.0,49.0,IND,2.0,49.0,0.0
24954,Josh Hart,SR,2017,G,Villanova,Big East,36,33.139,6.556,12.860999999999999,4.5,7.778,2.056,5.083,3.528,4.7219999999999995,1.4169999999999998,4.9719999999999995,6.388999999999999,2.944,1.556,0.278,1.972,2.25,18.694000000000003,30.42,0.575,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,30.0,UTA,1.0,30.0,0.0
24979,De'Aaron Fox,FR,2017,G,Kentucky,SEC,36,29.555999999999997,5.944,12.417,5.472,10.5,0.47200000000000003,1.9169999999999998,4.333,5.888999999999999,0.583,3.389,3.972,4.583,1.472,0.19399999999999998,2.417,2.5,16.694000000000003,29.62,0.498,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,5.0,SAC,1.0,5.0,0.0
24999,Markelle Fultz,FR,2017,G,Washington,Pac-12,25,35.68,8.36,17.56,6.28,12.52,2.08,5.04,4.36,6.72,1.32,4.4,5.72,5.92,1.6,1.2,3.2,2.52,23.16,35.25,0.535,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,1.0,PHI,1.0,1.0,0.0
