,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,eFG%,WS,AP Player of the Year,NABC Defensive Player of the Year,NABC Player of the Year,Naismith Award,NCAA Tournament Most Outstanding Player,NIT Most Valuable Player,Rupp Trophy,Sporting News Player of the Year,UPI Player of the Year,USBWA Freshman of the Year,Year,Rd,Pk,Tm,Projected Rd,Projected Pk,Team Score
533,Ruben Boumtje-Boumtje,SR,2001,C,Georgetown,Big East,33,21.605999999999998,3.182,6.152,3.182,6.152,0.0,0.0,2.697,3.758,2.636,4.1819999999999995,6.818,0.909,0.667,2.364,2.2119999999999997,2.545,9.061,25.81,0.48700000000000004,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,50.0,POR,2.0,50.0,0.0
534,Jamison Brewer,SO,2001,G,Auburn,SEC,32,32.344,3.031,6.468999999999999,2.719,5.093999999999999,0.312,1.375,2.0,3.781,2.812,4.375,7.188,5.843999999999999,1.5,0.062,2.875,1.531,8.375,19.92,0.435,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,41.0,IND,2.0,41.0,0.0
538,Damone Brown,SR,2001,F,Syracuse,Big East,34,36.529,6.324,12.853,6.206,12.440999999999999,0.11800000000000001,0.41200000000000003,3.676,4.647,3.2060000000000004,5.617999999999999,8.824,1.6469999999999998,1.706,1.412,2.029,2.7060000000000004,16.441,26.58,0.515,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,37.0,PHI,2.0,37.0,0.0
542,Gilbert Arenas,SO,2001,G,Arizona,Pac-10,36,29.0,5.778,12.056,3.861,7.444,1.9169999999999998,4.611000000000001,2.694,3.722,0.8059999999999999,2.833,3.639,2.333,1.806,0.19399999999999998,2.806,2.278,16.167,27.01,0.499,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,31.0,GSW,2.0,31.0,0.0
544,Shane Battier,SR,2001,F,Duke,ACC,39,34.949,6.436,13.667,3.2560000000000002,6.077000000000001,3.179,7.59,3.897,4.897,2.41,4.897,7.308,1.8459999999999999,2.103,2.256,1.538,2.051,19.949,34.5,0.599,7.5,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2001.0,1.0,6.0,MEM,1.0,6.0,0.0
550,Alton Ford,FR,2001,C,Houston,CUSA,26,25.5,3.654,8.462,3.3080000000000003,7.154,0.34600000000000003,1.308,3.115,5.115,1.615,4.308,5.922999999999999,0.654,0.192,0.731,2.5380000000000003,3.7310000000000003,10.769,17.98,0.452,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,51.0,PHO,2.0,51.0,0.0
551,Joseph Forte,SO,2001,G,North Carolina,ACC,33,34.696999999999996,7.606,16.909000000000002,5.939,12.485,1.6669999999999998,4.4239999999999995,4.03,4.727,1.242,4.848,6.091,3.515,2.03,0.364,2.545,1.818,20.909000000000002,32.15,0.515,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,1.0,21.0,BOS,1.0,21.0,0.0
553,Eric Chenowith,SR,2001,C,Kansas,Big 12,33,22.605999999999998,3.364,7.364,3.364,7.303,0.0,0.061,2.818,4.121,2.242,5.332999999999999,7.5760000000000005,0.848,0.33299999999999996,1.485,2.121,3.0,9.545,23.08,0.457,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,43.0,NYK,2.0,43.0,0.0
555,Jarron Collins,SR,2001,F,Stanford,Pac-10,34,28.324,4.529,8.118,4.471,7.941,0.059000000000000004,0.17600000000000002,3.676,5.353,2.029,4.706,6.735,1.382,0.618,0.5589999999999999,1.4709999999999999,2.529,12.794,24.3,0.48700000000000004,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,53.0,UTA,2.0,53.0,0.0
556,Jason Collins,JR,2001,C,Stanford,Pac-10,34,26.324,4.941,7.971,4.588,7.206,0.353,0.765,4.265,5.441,2.7060000000000004,5.088,7.794,1.5,0.8240000000000001,1.265,1.5590000000000002,2.324,14.5,31.96,0.622,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,1.0,18.0,HOU,1.0,18.0,0.0
557,Omar Cook,FR,2001,G,St. John's (NY),Big East,29,38.172,4.862,13.517000000000001,2.517,5.931,2.345,7.586,3.2760000000000002,4.414,0.621,2.414,3.034,8.69,2.276,0.172,5.103,2.8280000000000003,15.345,22.26,0.446,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,32.0,ORL,2.0,32.0,0.0
564,Samuel Dalembert,SO,2001,C,Seton Hall,Big East,29,21.448,3.448,6.103,3.448,6.103,0.0,0.0,1.379,2.483,1.724,4.0,5.724,0.31,0.483,2.069,1.8969999999999998,3.2760000000000002,8.276,20.65,0.565,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,1.0,26.0,PHI,1.0,26.0,0.0
565,Gerald Wallace,FR,2001,0,Alabama,SEC,36,22.889,3.5,8.0,3.194,6.25,0.306,1.75,2.444,4.306,2.333,3.667,6.0,1.528,1.167,1.028,2.3890000000000002,2.417,9.75,24.29,0.457,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,1.0,25.0,SAC,1.0,25.0,0.0
569,Jeff Trepagnier,SR,2001,G,Southern California,Pac-10,21,29.570999999999998,3.429,7.571000000000001,3.048,5.952000000000001,0.381,1.619,1.7619999999999998,2.905,1.952,3.1430000000000002,5.095,1.571,1.524,0.9520000000000001,1.905,2.667,9.0,18.25,0.478,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,36.0,CLE,2.0,36.0,0.0
570,Jamaal Tinsley,SR,2001,G,Iowa State,Big 12,31,32.226,4.484,11.225999999999999,3.29,8.097000000000001,1.194,3.1289999999999996,4.129,5.968,0.581,3.194,3.7739999999999996,6.032,2.548,0.613,3.7739999999999996,2.968,14.29,25.38,0.45299999999999996,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,1.0,27.0,MEM,1.0,27.0,0.0
574,Loren Woods,SR,2001,C,Arizona,Pac-10,29,30.31,4.586,9.103,4.552,9.0,0.034,0.10300000000000001,4.034,4.862,1.621,4.897,6.517,2.138,0.655,2.897,2.0340000000000003,2.207,13.241,26.08,0.5379999999999999,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,46.0,MIN,2.0,46.0,0.0
577,Rodney White,FR,2001,F,Charlotte,CUSA,28,30.893,6.7139999999999995,13.786,5.5360000000000005,10.392999999999999,1.179,3.3930000000000002,4.071000000000001,5.7139999999999995,1.786,4.7139999999999995,6.5,1.464,1.214,0.7140000000000001,2.929,2.6069999999999998,18.679000000000002,29.15,0.53,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,1.0,9.0,DET,1.0,9.0,0.0
582,Kenny Satterfield,SO,2001,G,Cincinnati,CUSA,35,34.371,4.657,12.029000000000002,3.286,7.914,1.371,4.114,3.714,4.7139999999999995,1.2,3.514,4.7139999999999995,5.0569999999999995,1.714,0.171,3.1710000000000003,2.543,14.4,23.14,0.465,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,54.0,DAL,2.0,54.0,0.0
583,Jeryl Sasser,SR,2001,G,Southern Methodist,WAC,29,34.861999999999995,5.862,14.862,4.655,10.655,1.207,4.207,4.034,5.621,3.483,4.862,8.345,0.759,1.4140000000000001,0.552,2.138,2.138,16.965999999999998,26.52,0.435,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,1.0,22.0,ORL,1.0,22.0,0.0
584,Will Solomon,JR,2001,G,Clemson,ACC,30,33.266999999999996,6.1,15.367,2.9330000000000003,6.9670000000000005,3.167,8.4,4.333,5.5,0.5670000000000001,2.3,2.867,3.4,1.4,0.3,4.1,2.367,19.7,26.45,0.5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,33.0,MEM,2.0,33.0,0.0
589,Bobby Simmons,JR,2001,F,DePaul,CUSA,29,33.828,5.138,11.482999999999999,3.034,5.792999999999999,2.103,5.69,4.276,5.345,2.6210000000000004,5.931,8.552,2.483,0.7929999999999999,0.138,2.069,3.345,16.655,26.56,0.539,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,42.0,SEA,2.0,42.0,0.0
590,Brian Scalabrine,SR,2001,C,Southern California,Pac-10,34,32.824,5.088,10.647,4.5,8.706,0.588,1.9409999999999998,3.912,4.882,2.059,3.8819999999999997,5.941,2.824,0.882,0.912,3.0589999999999997,2.6180000000000003,14.675999999999998,22.95,0.506,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,2.0,35.0,NJN,2.0,35.0,0.0
599,Dan Gadzuric,SR,2002,C,UCLA,Pac-10,33,26.212,4.97,8.97,4.97,8.939,0.0,0.03,1.758,3.727,2.7880000000000003,4.939,7.727,0.6970000000000001,0.545,1.273,1.5759999999999998,2.697,11.697000000000001,25.08,0.565,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,34.0,MIL,2.0,34.0,0.0
677,Drew Gooden,JR,2002,F,Kansas,Big 12,37,30.243000000000002,7.702999999999999,15.297,7.432,14.324000000000002,0.27,0.973,4.162,5.513999999999999,3.405,8.027000000000001,11.432,1.973,1.757,1.432,2.9189999999999996,2.459,19.838,37.46,0.45899999999999996,2.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,4.0,MEM,1.0,4.0,0.0
698,Juan Dixon,SR,2002,G,Maryland,ACC,36,33.583,6.972,14.860999999999999,4.417,8.417,2.556,6.444,3.917,4.361000000000001,1.361,3.25,4.611000000000001,2.889,2.556,0.19399999999999998,2.472,2.0,20.417,32.32,0.511,5.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,17.0,WAS,1.0,17.0,0.0
716,Corsley Edwards,SR,2002,C,Central Connecticut State,NEC,32,31.0,5.562,11.030999999999999,5.562,11.030999999999999,0.0,0.0,4.281000000000001,5.625,4.0,4.688,8.687999999999999,1.031,1.375,1.5,2.219,2.406,15.405999999999999,29.19,0.524,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,58.0,SAC,2.0,58.0,0.0
720,Mike Dunleavy,JR,2002,F,Duke,ACC,35,32.371,6.229,12.886,3.714,6.229,2.5140000000000002,6.657,2.314,3.4,1.286,5.886,7.171,2.057,2.286,0.743,1.743,2.2569999999999997,17.285999999999998,30.7,0.54,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,3.0,GSW,1.0,3.0,0.0
758,Melvin Ely,SR,2002,C,Fresno State,WAC,28,35.679,8.786,15.607000000000001,8.786,15.571,0.0,0.036000000000000004,5.75,7.821000000000001,3.214,5.857,9.071,1.786,0.679,3.1430000000000002,2.6069999999999998,2.3930000000000002,23.320999999999998,35.52,0.606,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,12.0,LAC,1.0,12.0,0.0
790,Ryan Humphrey,SR,2002,F,Notre Dame,Big East,31,35.580999999999996,7.452000000000001,15.225999999999999,7.355,15.032,0.09699999999999999,0.19399999999999998,3.935,6.581,3.71,7.1610000000000005,10.870999999999999,2.5810000000000004,1.065,2.806,2.484,2.677,18.935,32.23,0.512,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,19.0,UTA,1.0,19.0,0.0
793,Randy Holcomb,SR,2002,F,San Diego State,MWC,33,32.333,6.667000000000001,12.909,6.303,11.697000000000001,0.364,1.212,3.2119999999999997,5.061,2.667,6.303,8.97,1.7269999999999999,0.727,0.97,3.515,2.515,16.909000000000002,25.84,0.445,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,57.0,SAS,2.0,57.0,0.0
809,Jason Jennings,SR,2002,C,Arkansas State,Sun Belt,30,28.066999999999997,5.667000000000001,10.0,5.667000000000001,10.0,0.0,0.0,3.267,4.133,2.1,4.5,6.6,0.867,0.33299999999999996,3.367,1.933,3.167,14.6,28.67,0.528,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,43.0,POR,2.0,43.0,0.0
820,Jared Jeffries,SO,2002,F,Indiana,Big Ten,36,32.639,5.25,11.5,4.5,9.527999999999999,0.75,1.972,3.722,5.582999999999999,2.528,5.056,7.582999999999999,2.056,1.5,1.278,2.833,2.444,14.972000000000001,25.65,0.45799999999999996,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,11.0,WAS,1.0,11.0,0.0
828,Chris Jefferies,JR,2002,F,Fresno State,WAC,21,34.571,5.476,13.095,3.4760000000000004,7.332999999999999,2.0,5.7620000000000005,4.381,6.905,1.19,5.143,6.332999999999999,3.048,1.19,1.19,2.4290000000000003,2.762,17.333,26.88,0.495,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,27.0,LAL,1.0,27.0,0.0
832,Casey Jacobsen,JR,2002,G,Stanford,Pac-10,30,35.266999999999996,6.832999999999999,15.5,4.7,9.767000000000001,2.133,5.733,6.132999999999999,7.9,1.5,3.0,4.5,3.533,0.6,0.1,2.4330000000000003,1.8330000000000002,21.933000000000003,30.44,0.51,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,22.0,PHO,1.0,22.0,0.0
872,Rod Grizzard,JR,2002,G,Alabama,SEC,35,30.8,4.743,11.2,3.6,7.086,1.143,4.114,3.486,4.513999999999999,1.714,4.371,6.086,1.771,1.0859999999999999,0.7140000000000001,2.286,2.171,14.114,24.07,0.46399999999999997,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,39.0,WAS,2.0,39.0,0.0
883,Marcus Haislip,JR,2002,F,Tennessee,SEC,25,33.56,6.44,12.44,5.84,10.6,0.6,1.84,3.2,4.44,2.24,4.44,6.68,0.96,0.44,1.76,2.04,3.44,16.68,24.94,0.642,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,13.0,MIL,1.0,13.0,0.0
927,Dan Dickau,SR,2002,G,Gonzaga,WCC,32,34.688,6.093999999999999,13.812000000000001,2.438,5.812,3.656,8.0,5.156000000000001,5.968999999999999,0.469,2.5,2.969,4.656000000000001,0.812,0.125,2.875,1.906,21.0,29.5,0.615,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,28.0,SAC,1.0,28.0,0.0
993,Curtis Borchardt,JR,2002,C,Stanford,Pac-10,29,30.897,5.897,10.241,5.517,9.31,0.379,0.9309999999999999,4.7589999999999995,7.103,3.759,7.69,11.448,2.0340000000000003,0.586,2.862,1.966,2.8280000000000003,16.930999999999997,34.39,0.389,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,18.0,ORL,1.0,18.0,0.0
994,Carlos Boozer,JR,2002,C,Duke,ACC,35,28.371,6.571000000000001,9.886000000000001,6.571000000000001,9.857000000000001,0.0,0.028999999999999998,5.086,6.742999999999999,3.4,5.257000000000001,8.657,1.0859999999999999,0.8859999999999999,0.6,1.857,3.057,18.229,34.0,0.604,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,35.0,CLE,2.0,35.0,0.0
1031,Robert Archibald,SR,2002,C,Illinois,Big Ten,34,22.618000000000002,3.353,5.088,3.353,5.059,0.0,0.028999999999999998,3.9410000000000003,6.029,2.059,3.471,5.529,1.294,0.735,1.1179999999999999,1.9709999999999999,3.6180000000000003,10.647,24.78,0.522,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,32.0,MEM,2.0,32.0,0.0
1050,Matt Barnes,SR,2002,F,UCLA,Pac-10,31,30.741999999999997,4.9030000000000005,10.419,3.516,7.097,1.3869999999999998,3.323,2.355,3.806,1.484,4.71,6.194,3.484,1.129,0.32299999999999995,2.806,2.419,13.548,23.59,0.489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,46.0,MEM,2.0,46.0,0.0
1063,Lonny Baxter,SR,2002,C,Maryland,ACC,35,28.714000000000002,5.513999999999999,10.113999999999999,5.513999999999999,10.086,0.0,0.028999999999999998,4.2,6.742999999999999,2.286,5.943,8.229,0.8,0.943,1.9709999999999999,2.171,2.943,15.229000000000001,28.86,0.5670000000000001,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,44.0,CHI,2.0,44.0,0.0
1174,Rasual Butler,SR,2002,F,La Salle,A-10,32,39.125,7.281000000000001,16.781,5.5,11.844000000000001,1.781,4.938,4.593999999999999,5.375,2.344,6.5,8.844,1.375,1.281,1.344,2.625,1.719,20.938000000000002,28.33,0.48700000000000004,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,53.0,MIA,2.0,53.0,0.0
1176,Caron Butler,SO,2002,F,Connecticut,Big East,34,35.971,7.441,15.324000000000002,6.559,13.118,0.882,2.206,4.559,5.853,3.176,4.353,7.529,2.971,2.088,0.382,2.8819999999999997,2.206,20.324,31.0,0.455,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,10.0,MIA,1.0,10.0,0.0
1228,Sam Clancy,SR,2002,F,Southern California,Pac-10,32,37.594,7.375,14.937999999999999,7.343999999999999,14.875,0.031,0.062,4.312,6.906000000000001,3.062,6.375,9.437999999999999,1.656,1.75,1.5,1.719,3.094,19.094,29.41,0.494,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,45.0,PHI,2.0,45.0,0.0
1286,Tamar Slay,SR,2002,G,Marshall,MAC,30,34.367,6.5329999999999995,14.633,3.867,8.267000000000001,2.667,6.367000000000001,3.167,4.333,1.2670000000000001,4.1,5.367000000000001,2.4,1.633,0.5329999999999999,2.967,2.7,18.9,27.18,0.5379999999999999,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,54.0,NJN,2.0,54.0,0.0
1321,Darius Songaila,SR,2002,F,Wake Forest,ACC,34,30.471,6.0,11.470999999999998,5.824,11.0,0.17600000000000002,0.47100000000000003,5.676,6.647,2.235,5.882000000000001,8.118,2.6180000000000003,1.324,0.794,3.5,3.0589999999999997,17.852999999999998,29.87,0.507,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,50.0,BOS,2.0,50.0,0.0
1416,John Salmons,SR,2002,G,Miami (FL),Big East,32,33.656,4.281000000000001,9.281,3.594,7.062,0.688,2.219,3.844,4.562,1.844,4.125,5.968999999999999,6.093999999999999,1.781,0.625,3.719,2.344,13.094000000000001,23.82,0.517,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,26.0,SAS,1.0,26.0,0.0
1426,Kareem Rush,JR,2002,F,Missouri,Big 12,36,31.916999999999998,6.917000000000001,16.25,3.833,8.639,3.083,7.611000000000001,2.861,3.722,1.3330000000000002,3.889,5.222,2.472,1.083,0.611,2.861,2.1109999999999998,19.778,30.22,0.611,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,20.0,TOR,1.0,20.0,0.0
1432,Jamal Sampson,FR,2002,F,University of California,Pac-10,32,24.906,2.438,5.718999999999999,2.438,5.718999999999999,0.0,0.0,1.5619999999999998,2.969,2.469,4.062,6.531000000000001,1.188,0.469,1.6880000000000002,1.656,2.656,6.438,17.35,0.426,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,47.0,UTA,2.0,47.0,0.0
1457,Chris Wilcox,SO,2002,C,Maryland,ACC,36,24.055999999999997,4.806,9.527999999999999,4.806,9.472000000000001,0.0,0.055999999999999994,2.3890000000000002,4.083,2.694,4.444,7.138999999999999,1.472,0.778,1.472,1.472,2.694,12.0,29.7,0.58,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,8.0,LAC,1.0,8.0,0.0
1463,Jay Williams,JR,2002,G,Duke,ACC,35,33.571,7.114,15.571,4.029,7.513999999999999,3.0860000000000003,8.057,4.0,5.914,0.7709999999999999,2.7710000000000004,3.543,5.343,2.171,0.086,3.7430000000000003,2.286,21.314,32.28,0.505,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2002.0,1.0,2.0,CHI,1.0,2.0,0.0
1495,Vincent Yarbrough,SR,2002,F,Tennessee,SEC,31,35.387,6.257999999999999,14.742,4.323,9.355,1.935,5.3870000000000005,3.613,5.257999999999999,2.258,5.29,7.547999999999999,2.806,1.871,0.8059999999999999,3.0,1.935,18.065,28.2,0.501,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,33.0,DEN,2.0,33.0,0.0
1561,Marcus Taylor,SO,2002,G,Michigan State,Big Ten,29,34.379,5.655,14.138,3.5860000000000003,8.414,2.069,5.724,3.448,4.2410000000000005,0.414,2.448,2.862,5.276,1.069,0.10300000000000001,3.138,1.7930000000000001,16.828,24.49,0.44,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,52.0,MIN,2.0,52.0,0.0
1618,Dajuan Wagner,FR,2002,G,Memphis,CUSA,36,31.833000000000002,7.361000000000001,17.972,5.528,12.194,1.8330000000000002,5.778,4.611000000000001,6.388999999999999,0.5,1.972,2.472,3.556,1.194,0.556,2.917,2.806,21.166999999999998,30.9,0.461,4.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2002.0,1.0,6.0,CLE,1.0,6.0,0.0
1674,Steve Logan,SR,2002,G,Cincinnati,CUSA,35,34.143,7.029,15.370999999999999,4.571000000000001,8.8,2.457,6.571000000000001,5.486000000000001,6.2860000000000005,0.28600000000000003,2.7710000000000004,3.057,5.343,0.914,0.0,2.457,1.8,22.0,32.28,0.521,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,30.0,GSW,2.0,30.0,0.0
1709,Roger Mason,JR,2002,0,Virginia,ACC,29,36.069,5.586,13.655,2.793,6.034,2.793,7.621,4.586,5.207000000000001,0.586,2.6210000000000004,3.207,4.103,0.9309999999999999,0.414,2.966,2.207,18.552,25.04,0.46799999999999997,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2.0,31.0,CHI,2.0,31.0,0.0
1766,Fred Jones,SR,2002,G,Oregon,Pac-10,35,31.514,6.143,11.8,4.686,7.886,1.4569999999999999,3.9139999999999997,4.829,5.542999999999999,1.857,3.543,5.4,3.1710000000000003,1.8,0.514,2.343,2.6860000000000004,18.570999999999998,31.81,0.46,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,14.0,IND,1.0,14.0,0.0
1882,Tayshaun Prince,SR,2002,F,Kentucky,SEC,32,33.344,6.438,13.780999999999999,4.406000000000001,7.812,2.031,5.968999999999999,2.594,3.688,2.094,4.218999999999999,6.312,1.625,1.062,1.344,2.0,1.594,17.5,28.39,0.486,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,1.0,23.0,DET,1.0,23.0,0.0
2093,Travis Hansen,SR,2003,G,Brigham Young,MWC,32,32.031,5.281000000000001,11.969000000000001,4.156000000000001,8.656,1.125,3.312,5.093999999999999,6.375,1.656,3.094,4.75,2.406,0.9059999999999999,0.625,2.625,3.031,16.781,25.48,0.429,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,2.0,37.0,ATL,2.0,37.0,0.0
2172,Reece Gaines,SR,2003,G,Louisville,CUSA,32,32.188,5.531000000000001,11.969000000000001,3.188,5.968999999999999,2.344,6.0,4.531000000000001,6.156000000000001,0.562,2.375,2.938,4.968999999999999,1.719,0.125,2.969,2.562,17.938,28.69,0.499,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,1.0,15.0,ORL,1.0,15.0,0.0
2193,T.J. Ford,SO,2003,G,Texas,Big 12,33,33.635999999999996,4.8180000000000005,12.03,4.273,9.97,0.545,2.061,4.8180000000000005,5.879,0.636,3.242,3.8789999999999996,7.697,2.0,0.152,3.242,2.515,15.0,26.61,0.42100000000000004,3.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2003.0,1.0,8.0,MIL,1.0,8.0,0.0
2245,Jason Kapono,SR,2003,F,UCLA,Pac-10,29,33.414,5.897,12.897,3.69,7.345,2.207,5.5520000000000005,2.793,3.1719999999999997,1.7930000000000001,3.4139999999999997,5.207000000000001,2.0340000000000003,0.586,0.0,2.103,2.241,16.793,24.39,0.5429999999999999,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,2.0,31.0,CLE,2.0,31.0,0.0
2249,Chris Kaman,JR,2003,C,Central Michigan,MAC,31,34.032,7.871,12.645,7.871,12.645,0.0,0.0,6.645,8.871,3.613,8.419,12.032,1.194,0.613,3.161,4.419,3.194,22.386999999999997,33.83,0.614,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,1.0,6.0,LAC,1.0,6.0,0.0
2277,Dahntay Jones,SR,2003,F,Duke,ACC,33,30.726999999999997,6.0,12.758,4.5760000000000005,9.182,1.4240000000000002,3.576,4.242,5.667000000000001,1.3940000000000001,4.061,5.455,0.879,1.1520000000000001,0.545,1.909,3.0610000000000004,17.667,27.75,0.46299999999999997,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,1.0,20.0,BOS,1.0,20.0,0.0
2329,Jarvis Hayes,JR,2003,F,Georgia,SEC,27,32.296,6.852,13.63,4.852,8.926,2.0,4.704,2.556,3.259,1.2590000000000001,3.148,4.407,2.0,1.148,0.444,1.4069999999999998,2.37,18.259,28.86,0.488,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,1.0,10.0,WAS,1.0,10.0,0.0
