,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,Year,Rd,Pk,Tm
1572,Edy Tavares,12.15,1.75,2.3,0.78225,0,0,0,1.75,2.3,0.78225,0.78225,0.075,1.3,0.09375,1.65,2.95,4.6,0.45,0.025,2.375,0.875,1.3,3.575,24.0925,2014,2,43,ATL
1576,Stéphane Lasme,13.03333333,1.366666667,3.033333333,0.300666667,0,0,0,1.366666667,3.033333333,0.300666667,0.300666667,0.833333333,1.366666667,0.396,1.1,1.166666667,2.266666667,0.133333333,0.566666667,0.966666667,0.633333333,1.5,3.566666667,11.64666667,2007,2,46,GSW
1587,Alando Tucker,7.32,1.26,3.06,0.4214,0.14,0.52,0.1768,1.18,2.56,0.4608,0.4384,0.86,1.08,0.629,0.5,0.42,0.88,0.26,0.04,0.04,0.3,0.4,3.52,22.978,2007,1,29,PHO
1592,Wade Baldwin,9.866666667,1.233333333,2.866666667,0.427666667,0.266666667,0.666666667,0.386,0.966666667,2.2,0.437666667,0.473666667,0.766666667,1.066666667,0.721666667,0.166666667,0.966666667,1.133333333,1.1,0.3,0.133333333,0.9,1.2,3.5,16.00666667,2016,1,17,MEM
1597,Abdel Nader,11.15,1.25,3.3,0.3795,0.5,1.5,0.337,0.8,1.85,0.417,0.4555,0.45,0.7,0.67,0.25,1.45,1.7,0.4,0.3,0.2,0.55,1,3.5,15.59,2016,2,58,BOS
1601,Devin Ebanks,10.93333333,1.3,3.366666667,0.385666667,0.133333333,0.633333333,0.224333333,1.133333333,2.766666667,0.409666667,0.405666667,0.833333333,1.133333333,0.742,0.8,1.133333333,1.966666667,0.366666667,0.3,0.233333333,0.566666667,0.9,3.5,20.56,2010,2,43,LAL
1607,Justin Reed,10.74,1.32,3.16,0.4114,0,0.02,0,1.32,3.12,0.4242,0.4114,0.94,1.28,0.745,0.56,0.8,1.36,0.5,0.24,0.14,0.56,1.66,3.5,15.386,2004,2,40,BOS
1619,Lonny Baxter,10.82222222,1.366666667,3.011111111,0.446444444,0.011111111,0.022222222,0.148111111,1.355555556,2.966666667,0.448333333,0.447777778,0.677777778,1.044444444,0.618,1.033333333,1.733333333,2.766666667,0.222222222,0.222222222,0.311111111,0.633333333,1.877777778,3.411111111,16.21333333,2002,2,44,CHI
1621,Kostas Papanikolaou,14.9,1.25,3.55,0.357,0.55,1.85,0.3025,0.7,1.7,0.415,0.434,0.3,0.45,0.6825,0.6,1.5,2.1,1.3,0.6,0.25,1.05,1.3,3.4,13.24,2012,2,48,NYK
1622,Luke Jackson,9.583333333,1.216666667,3.383333333,0.352833333,0.433333333,1.266666667,0.369833333,0.783333333,2.1,0.351166667,0.418166667,0.533333333,0.783333333,0.5715,0.25,0.766666667,1.016666667,0.9,0.3,0.05,0.516666667,1.033333333,3.4,18.62833333,2004,1,10,CLE
1623,T.J. Leaf,8.85,1.45,2.9,0.506,0.2,0.65,0.3435,1.25,2.2,0.544,0.55,0.25,0.4,0.619,0.6,1.2,1.85,0.3,0.15,0.2,0.2,0.7,3.4,21.37,2017,1,18,IND
1624,Jerome Robinson,9.7,1.3,3.3,0.4,0.5,1.7,0.316,0.8,1.6,0.491,0.482,0.2,0.3,0.667,0.1,1.2,1.2,0.6,0.3,0.1,0.4,1.4,3.4,16.67,2018,1,13,LAC
1626,Chinanu Onuaku,16.2,1.5,3.2,0.557,0,0,0,1.5,3.2,0.557,0.557,0.4,0.4,0.5,0.7,2.3,3,0.8,0.3,0.1,1.9,2.6,3.4,8.945,2016,2,37,HOU
1629,Bobby Jones,10.82857143,1.214285714,2.757142857,0.423857143,0.3,0.971428571,0.210428571,0.914285714,1.785714286,0.503285714,0.463428571,0.657142857,0.914285714,0.525857143,0.557142857,1.257142857,1.828571429,0.528571429,0.385714286,0.042857143,0.571428571,1.557142857,3.4,15.31285714,2006,2,37,MIN
1630,D.J. Wilson,10.8,1.3,2.95,0.4885,0.55,1.4,0.381,0.75,1.55,0.552,0.5655,0.25,0.55,0.5265,0.5,2.05,2.55,0.6,0.25,0.2,0.45,1.05,3.4,16.245,2017,1,17,MIL
1634,Doron Lamb,12.5,1.25,3.35,0.3765,0.4,1.025,0.376,0.875,2.35,0.37,0.439,0.425,0.725,0.63975,0.175,0.8,0.95,0.725,0.275,0,0.55,1.075,3.375,12.4725,2012,2,42,MIL
1635,Orlando Johnson,12.22857143,1.157142857,3.957142857,0.290428571,0.314285714,1.385714286,0.219428571,0.842857143,2.571428571,0.334285714,0.333142857,0.742857143,0.985714286,0.686571429,0.485714286,1.414285714,1.871428571,0.428571429,0.3,0.314285714,0.442857143,1.028571429,3.371428571,14.19428571,2012,2,36,SAC
1638,Perry Jones,11.46666667,1.333333333,3.266666667,0.416666667,0.233333333,0.833333333,0.198,1.133333333,2.466666667,0.462,0.449333333,0.466666667,0.666666667,0.661,0.3,1.433333333,1.733333333,0.366666667,0.233333333,0.233333333,0.433333333,0.933333333,3.366666667,15.43333333,2012,1,28,OKC
1640,Arnett Moultrie,13.55,1.5,3.05,0.5015,0,0,0,1.5,3.05,0.5015,0.5015,0.35,0.5,0.7215,1.25,1.75,3,0.2,0.55,0.25,0.5,1.35,3.35,16.58,2012,1,27,MIA
1641,Jackson Vroman,12.225,1.275,3.15,0.399,0,0.05,0,1.275,3.125,0.40225,0.399,0.775,1.325,0.58375,1.075,1.85,2.925,0.7,0.425,0.35,1.05,1.975,3.35,14.7025,2004,2,31,CHI
1643,Lawrence Roberts,11.7,1.15,2.6,0.4535,0,0.05,0,1.15,2.55,0.466,0.4535,1.05,1.55,0.6015,1.35,1.85,3.15,0.4,0.45,0.15,0.45,1.7,3.35,18.5,2005,2,55,SEA
1644,Elliot Williams,9.95,1.216666667,3.083333333,0.381333333,0.516666667,1.333333333,0.378833333,0.7,1.783333333,0.356333333,0.468333333,0.416666667,0.733333333,0.427333333,0.15,0.733333333,0.883333333,0.816666667,0.3,0.016666667,0.416666667,0.933333333,3.35,18.09166667,2010,1,22,POR
1645,Daniel Ewing,13.2,1.3,3.25,0.392,0.25,0.95,0.3,0.95,2.3,0.43,0.4355,0.55,0.7,0.7805,0.2,0.95,1.25,1.4,0.55,0.1,0.85,1.15,3.35,14.2,2005,2,32,LAC
1647,Darius Morris,11.04285714,1.242857143,3.228571429,0.382714286,0.357142857,1.185714286,0.291285714,0.9,2.028571429,0.463142857,0.431857143,0.442857143,0.728571429,0.565857143,0.314285714,0.671428571,0.985714286,1.471428571,0.385714286,0,0.928571429,1,3.342857143,14.47571429,2011,2,41,LAL
1651,Ryan Hollins,11.36875,1.2125,2.09375,0.5815,0,0,0,1.2125,2.0875,0.581625,0.5815,0.9125,1.49375,0.56425,0.94375,1.23125,2.15625,0.23125,0.15625,0.5125,0.69375,1.80625,3.325,14.88625,2006,2,50,CHA
1656,Lavor Postell,7.5,1.033333333,3,0.338666667,0.2,0.7,0.263333333,0.833333333,2.266666667,0.364,0.369,1.066666667,1.366666667,0.812666667,0.166666667,0.533333333,0.666666667,0.233333333,0.233333333,0.033333333,0.6,0.533333333,3.3,18.7,2000,2,39,NYK
1657,Tony Bradley,7.6,1.5,3.25,0.3865,0,0.05,0,1.5,3.2,0.4,0.3865,0.25,0.45,0.75,1.7,1.4,3.1,0.2,0.35,0.35,0.5,1.05,3.3,25.63,2017,1,28,LAL
1659,Nolan Smith,9.75,1.3,3.5,0.37,0.25,0.85,0.2515,1.05,2.65,0.4095,0.4015,0.5,0.65,0.714,0.3,0.7,1,1.15,0.3,0.05,0.85,1,3.3,17.085,2011,1,21,POR
1662,Jordan Adams,7.9,1.1,2.95,0.37,0.15,0.65,0.2,0.9,2.25,0.405,0.399,1,1.65,0.6045,0.15,0.8,0.95,1,1,0.1,0.75,0.9,3.3,25.675,2014,1,22,MEM
1665,Curtis Borchardt,14.45,1.25,3.05,0.4115,0,0.05,0,1.25,3,0.415,0.4115,0.85,1.1,0.755,1.05,2.35,3.35,0.8,0.2,0.7,0.95,2.45,3.3,13.435,2002,1,18,ORL
1667,Marcus Haislip,9,1.325,3.15,0.43375,0.1,0.25,0.3375,1.2,2.9,0.4305,0.456,0.55,0.9,0.58575,0.55,0.875,1.45,0.15,0.15,0.325,0.45,1.1,3.3,19.32,2002,1,13,MIL
1669,Brandon Hunter,9.25,1.35,2.8,0.482,0,0.05,0,1.35,2.75,0.488,0.482,0.6,1.25,0.49,1.1,1.65,2.75,0.3,0.25,0.1,0.65,1.25,3.3,19.54,2003,2,56,BOS
1670,Jason Hart,12.05333333,1.3,3,0.4756,0.093333333,0.366666667,0.143333333,1.2,2.646666667,0.497466667,0.486533333,0.62,0.74,0.604733333,0.2,1.066666667,1.273333333,1.713333333,0.606666667,0.086666667,0.786666667,1.253333333,3.28,15.29866667,2000,2,49,MIL
1671,Nick Fazekas,8.133333333,1.433333333,2.666666667,0.510666667,0,0.066666667,0,1.433333333,2.6,0.520666667,0.510666667,0.433333333,0.6,0.454666667,1.033333333,1.666666667,2.7,0.3,0.233333333,0.3,0.366666667,0.7,3.266666667,26.03666667,2007,2,34,DAL
1672,Joe Young,8,1.266666667,3.266666667,0.386,0.3,1,0.271,0.966666667,2.266666667,0.436666667,0.429666667,0.4,0.533333333,0.764,0.1,0.866666667,0.966666667,0.933333333,0.266666667,0,0.5,0.533333333,3.266666667,22.09666667,2015,2,43,IND
1674,Cory Jefferson,8.45,1.3,3.05,0.429,0,0.2,0.0665,1.3,2.8,0.4545,0.432,0.55,0.95,0.6205,0.85,1.65,2.45,0.15,0.1,0.25,0.2,1.1,3.25,22.25,2014,2,60,SAS
1678,Steve Novak,8.141176471,1.123529412,2.541176471,0.424823529,0.864705882,1.988235294,0.431058824,0.235294118,0.552941176,0.405764706,0.588705882,0.147058824,0.170588235,0.599764706,0.088235294,0.811764706,0.894117647,0.182352941,0.082352941,0.070588235,0.117647059,0.605882353,3.241176471,19.82647059,2006,2,32,HOU
1688,JaJuan Johnson,8.3,1.5,3.4,0.446,0,0,0,1.5,3.4,0.446,0.446,0.2,0.3,0.667,0.6,1.1,1.6,0.2,0.1,0.4,0.4,0.7,3.2,20.52,2011,1,27,NJN
1700,Von Wafer,8.2875,1.175,3.225,0.2905,0.2875,1.2625,0.20375,0.8375,1.975,0.346875,0.32825,0.5625,0.75,0.620625,0.1125,0.7125,0.85,0.45,0.2,0.0875,0.45,0.525,3.175,14.3,2005,2,39,LAL
1708,Wayne Simien,10.6,1.2,2.85,0.437,0,0,0,1.2,2.85,0.437,0.437,0.65,0.85,0.798,0.75,1,1.7,0.35,0.3,0,0.5,1.6,3.15,14.33,2005,1,29,MIA
1711,Joel Freeland,12.1,1.366666667,3,0.457666667,0,0,0,1.366666667,3,0.459666667,0.457666667,0.4,0.533333333,0.732333333,1.266666667,2.166666667,3.433333333,0.433333333,0.233333333,0.366666667,0.5,1.666666667,3.133333333,16.7,2006,1,30,POR
1713,Jeff Trepagnier,9.066666667,1.2,3.466666667,0.330666667,0.233333333,0.5,0.333333333,0.966666667,2.966666667,0.319666667,0.356,0.5,0.666666667,0.690333333,0.6,0.866666667,1.466666667,0.733333333,0.666666667,0.1,0.8,0.633333333,3.133333333,19.23666667,2001,2,36,CLE
1717,Kay Felder,7.65,1.175,3.725,0.31125,0.2,0.875,0.18775,1,2.825,0.35075,0.33175,0.575,0.725,0.637,0.35,0.925,1.275,1.025,0.2,0.1,0.825,0.6,3.125,21.0625,2016,2,54,ATL
1721,Robert Swift,12.75,1.275,2.65,0.461,0,0,0,1.275,2.65,0.461,0.461,0.55,0.85,0.722,0.925,2,2.9,0.175,0.3,0.775,0.725,1.975,3.1,12.52,2004,1,12,SEA
1724,Lionel Chalmers,12,1.2,3.5,0.336,0.3,1.4,0.245,0.8,2.1,0.395,0.384,0.4,0.7,0.625,0.1,0.8,0.9,1.4,0.4,0,0.7,0.8,3.1,14.09,2004,2,33,LAC
1730,Jermareo Davidson,8.2,1.25,2.9,0.447,0,0,0,1.25,2.9,0.447,0.447,0.55,0.95,0.557,0.65,1.4,2,0.2,0.15,0.3,0.4,1.05,3.1,20.055,2007,2,36,GSW
1741,Jabari Smith,8.483333333,1.133333333,2.716666667,0.410833333,0,0.083333333,0.083333333,1.133333333,2.616666667,0.423166667,0.411333333,0.75,1.116666667,0.653,0.35,0.966666667,1.35,0.566666667,0.333333333,0.216666667,0.35,1.316666667,3.066666667,19.77166667,2000,2,45,SAC
1744,Tyshawn Taylor,8.75,1.05,3.15,0.3545,0.15,0.4,0.356,0.95,2.65,0.3525,0.3795,0.7,1,0.678,0.1,0.45,0.6,1.1,0.4,0,1,1,3.05,14.945,2012,2,41,POR
1746,Matt Freije,13.45,1.2,4.15,0.2935,0.4,1.75,0.1975,0.85,2.45,0.3605,0.335,0.25,0.3,0.729,0.55,1.4,2,0.65,0.4,0.1,0.45,1.2,3.05,14.1,2004,2,53,MIA
1748,Terence Morris,12.63333333,1.333333333,3.366666667,0.392333333,0.1,0.633333333,0.137,1.2,2.7,0.438666667,0.407666667,0.2,0.266666667,0.809666667,0.733333333,1.766666667,2.466666667,0.533333333,0.266666667,0.3,0.533333333,0.9,3.033333333,14.04,2001,2,34,ATL
1751,Jarron Collins,13.06666667,0.975,2.266666667,0.398833333,0,0,0,0.975,2.266666667,0.400166667,0.398833333,1.041666667,1.483333333,0.615166667,1.066666667,1.308333333,2.358333333,0.566666667,0.2,0.125,0.541666667,2.041666667,3,10.94083333,2001,2,53,UTA
1756,Josh Harrellson,9.9,1.2,2.7,0.443333333,0.366666667,1.133333333,0.308666667,0.833333333,1.566666667,0.579333333,0.509,0.266666667,0.4,0.609666667,0.9,1.566666667,2.5,0.266666667,0.333333333,0.4,0.433333333,1.133333333,3,18.87,2011,2,45,NOH
1761,Semi Ojeleye,13.2,1.05,2.7,0.385,0.5,1.65,0.3175,0.5,1.05,0.481,0.4825,0.35,0.65,0.6125,0.45,1.4,1.85,0.35,0.25,0.1,0.3,1,3,13.175,2017,2,37,BOS
1764,Dominique Jones,9.1,1.033333333,2.833333333,0.358333333,0,0.233333333,0.078666667,0.966666667,2.566666667,0.387333333,0.362333333,0.966666667,1.266666667,0.756,0.4,1.033333333,1.433333333,1.766666667,0.366666667,0.166666667,0.9,0.733333333,3,20.65666667,2010,1,25,MEM
1765,Damian Jones,10.5,1.233333333,2.066666667,0.572,0,0,0,1.233333333,2.066666667,0.572,0.572,0.5,0.933333333,0.516333333,0.833333333,1.266666667,2.1,0.433333333,0.233333333,0.533333333,0.533333333,1.666666667,3,14.69666667,2016,1,30,GSW
1767,Dan McClintock,9.7,1.5,3,0.5,0,0,0,1.5,3,0.5,0.5,0,0.8,0,1.7,1.2,2.8,0.2,0,0.3,0.5,1.8,3,17.7,2000,2,53,DEN
1770,Patrick McCaw,15.32,1.12,2.94,0.3842,0.36,1.26,0.295,0.74,1.66,0.451,0.4496,0.36,0.44,0.6566,0.22,1.24,1.44,1.04,0.72,0.12,0.66,1.02,3,12.172,2016,2,38,MIL
1771,Travis Hansen,12.4,1.1,3.2,0.354,0.2,0.7,0.3,0.9,2.4,0.37,0.388,0.5,0.7,0.815,0.7,1,1.7,0.5,0.2,0.2,0.4,1.6,3,12.5,2003,2,37,ATL
1773,Rakeem Christmas,6.8,1.35,1.75,0.721,0,0,0,1.35,1.75,0.721,0.721,0.35,0.5,0.362,0.95,0.5,1.45,0.05,0.05,0.1,0.15,1.15,3,24.05,2015,2,36,MIN
1777,Thanasis Antetokounmpo,3,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0.75,0,0,0,0,0.5,0.5,0,0,0,0,1,3,39.51,2014,2,51,NYK
1778,Jabari Bird,8.8,1.2,2,0.577,0.2,0.5,0.429,0.9,1.5,0.632,0.635,0.5,1,0.462,0.5,1,1.5,0.6,0.2,0.1,0.6,0.5,3,18.69,2017,2,56,BOS
1780,Mike Smith,10.6,1.1,3.5,0.322,0.2,1.1,0.167,0.9,2.4,0.39,0.347,0.6,0.9,0.625,0.6,0.7,1.3,0.6,0.3,0.2,0.4,0.5,3,16.86,2000,2,35,WAS
1782,Quincy Miller,11.1,1.06,3.68,0.2818,0.32,1.54,0.1622,0.74,2.16,0.333,0.317,0.6,0.86,0.5326,0.4,1.4,1.82,0.7,0.5,0.42,0.5,0.92,2.98,17.812,2012,2,38,DEN
1784,DaJuan Summers,8.9,1.175,3.1,0.36025,0.25,0.775,0.27475,0.9,2.375,0.36675,0.4005,0.375,0.6,0.48475,0.225,0.8,1,0.425,0.2,0.05,0.375,1.075,2.975,16.3575,2009,2,35,DET
1785,Damone Brown,10.875,1.15,3.975,0.2915,0.075,0.325,0.091,1.1,3.675,0.3015,0.2995,0.55,0.85,0.64225,0.6,1.125,1.725,0.425,0.275,0.125,0.775,1.325,2.975,13.5075,2001,2,37,PHI
1787,Charles Jenkins,10.925,1.3,3.2,0.4105,0.025,0.1,0.2875,1.3,3.05,0.415,0.41425,0.325,0.475,0.61825,0.175,0.65,0.775,1.475,0.4,0.05,0.55,0.7,2.975,15.08,2011,2,44,GSW
1788,Jeff Withey,8.9,1.12,2.18,0.4962,0.04,0.22,0.04,1.06,1.94,0.5578,0.5088,0.68,1,0.6742,0.72,1.5,2.24,0.24,0.22,0.66,0.32,0.96,2.96,21.63,2013,2,39,POR
1789,Bernard Robinson,10.9,1.06,2.7,0.3702,0.02,0.16,0.094,1.02,2.56,0.3806,0.3746,0.84,1.04,0.7998,0.44,1.36,1.78,0.76,0.62,0.1,0.6,1.24,2.96,16.524,2004,2,45,CHA
1795,Georgios Papagiannis,8.675,1.425,2.675,0.59825,0,0.025,0,1.425,2.65,0.601,0.59825,0.125,0.15,0.21425,0.925,1.425,2.35,0.5,0.6,0.4,0.525,0.875,2.95,29.32,2016,1,13,PHO
1797,Jeremy Evans,8.771428571,1.228571429,2,0.648428571,0.028571429,0.085714286,0.092857143,1.2,1.914285714,0.676857143,0.656714286,0.471428571,0.7,0.580142857,0.857142857,1.242857143,2.1,0.328571429,0.257142857,0.4,0.385714286,1.014285714,2.942857143,20.32571429,2010,2,55,UTA
1809,Semaj Christon,15.2,1.2,3.5,0.345,0.2,1,0.19,1,2.5,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2,0.4,0.1,0.7,1.2,2.9,12.46,2014,2,55,MIA
1811,Travis Diener,10.37142857,1,2.757142857,0.320714286,0.585714286,1.785714286,0.264285714,0.414285714,0.971428571,0.369857143,0.412428571,0.314285714,0.514285714,0.583428571,0.114285714,0.728571429,0.842857143,1.528571429,0.414285714,0.028571429,0.3,0.728571429,2.9,17.40142857,2005,2,38,ORL
1813,Sergey Karasev,11.3,0.966666667,2.533333333,0.383666667,0.333333333,1.133333333,0.268,0.7,1.333333333,0.496333333,0.447666667,0.666666667,0.8,0.864,0.3,1.1,1.4,0.866666667,0.333333333,0.033333333,0.6,1.033333333,2.9,12.72666667,2013,1,19,CLE
1814,Kim English,9.9,1,2.7,0.375,0.3,1.2,0.28,0.7,1.5,0.452,0.438,0.5,0.7,0.724,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,14.3,2012,2,44,DET
1816,Aaron Gray,10.57272727,1.181818182,2.363636364,0.508727273,0,0,0,1.181818182,2.354545455,0.510545455,0.508727273,0.5,0.881818182,0.56,1.236363636,2.109090909,3.363636364,0.645454545,0.254545455,0.227272727,0.754545455,1.927272727,2.881818182,16.44272727,2007,2,49,CHI
1817,Renaldo Balkman,10.3375,1.15,2.375,0.456625,0.075,0.35,0.222,1.0625,2.025,0.47375,0.483125,0.5,0.825,0.525625,0.725,1.4875,2.225,0.425,0.5875,0.325,0.4125,1.6875,2.875,16.565,2006,1,20,NYK
1822,Morris Almond,10.43333333,1.066666667,3.066666667,0.342333333,0.2,0.633333333,0.292333333,0.9,2.433333333,0.356,0.373333333,0.5,0.833333333,0.602666667,0.233333333,1.033333333,1.2,0.366666667,0.7,0.066666667,0.366666667,1.1,2.866666667,14.88666667,2007,1,25,UTA
1826,Joel Przybilla,17.41176471,1.117647059,2.229411765,0.448647059,0,0,0,1.117647059,2.229411765,0.449117647,0.448647059,0.641176471,1.252941176,0.463647059,1.594117647,3.747058824,5.341176471,0.382352941,0.217647059,1.064705882,0.911764706,2.552941176,2.858823529,11.17941176,2000,1,9,HOU
1827,Mamadou N'Diaye,9.328571429,0.9,2.142857143,0.355142857,0,0.014285714,0,0.9,2.128571429,0.358142857,0.355142857,1.085714286,1.414285714,0.655142857,0.971428571,1.428571429,2.414285714,0.057142857,0.157142857,0.657142857,0.4,1.614285714,2.857142857,16.09714286,2000,1,26,DEN
1831,Sviatoslav Mykhailiuk,9.333333333,0.966666667,3.133333333,0.304,0.7,1.866666667,0.381333333,0.266666667,1.233333333,0.231666667,0.414333333,0.2,0.333333333,0.4,0.233333333,0.533333333,0.833333333,1,0.3,0,0.433333333,0.4,2.833333333,18.27,2018,2,47,LAL
1832,Tamar Slay,8.3,1.233333333,3.5,0.354,0.233333333,0.9,0.26,1.033333333,2.6,0.390333333,0.385,0.166666667,0.4,0.4,0.5,0.766666667,1.266666667,0.466666667,0.433333333,0.033333333,0.7,1.433333333,2.833333333,16.11333333,2002,2,54,NJN
1836,Brian Scalabrine,11.99090909,1.045454545,2.681818182,0.398818182,0.290909091,0.936363636,0.288363636,0.745454545,1.763636364,0.437272727,0.454363636,0.390909091,0.5,0.679454545,0.481818182,1.336363636,1.790909091,0.772727273,0.290909091,0.227272727,0.609090909,1.472727273,2.809090909,12.70909091,2001,2,35,NJN
1837,Victor Claver,11,1.066666667,2.633333333,0.415666667,0.4,1.266666667,0.333,0.666666667,1.366666667,0.465333333,0.499333333,0.266666667,0.366666667,0.458666667,0.433333333,1.633333333,2.1,0.533333333,0.233333333,0.133333333,0.6,1.166666667,2.8,13.81333333,2009,1,22,POR
1838,Darrun Hilliard,8.9,1,2.666666667,0.344333333,0.266666667,0.966666667,0.213666667,0.733333333,1.7,0.41,0.384333333,0.566666667,0.766666667,0.777333333,0.066666667,0.8,0.833333333,0.766666667,0.2,0.033333333,0.5,0.733333333,2.8,14.89,2015,2,38,DET
1847,Dijon Thompson,6.3,1.05,2.5,0.42,0.2,0.7,0.182,0.85,1.8,0.481,0.46,0.5,0.6,0.9165,0.45,0.75,1.2,0.2,0.15,0.05,0.2,0.45,2.8,26.515,2005,2,54,NYK
1848,Chris Taft,8.5,1.4,2.2,0.605,0,0,0,1.4,2.2,0.605,0.605,0.1,0.4,0.167,1.1,1,2.1,0.1,0.1,0.4,0.1,1.5,2.8,20.59,2005,2,42,GSW
1854,Marquis Teague,13.26,1,3.34,0.3214,0.14,0.64,0.2554,0.84,2.68,0.3364,0.344,0.58,0.92,0.6366,0.1,1.1,1.18,2,0.46,0.08,0.92,1.24,2.78,12.38,2012,1,29,CHI
1856,Malachi Richardson,8.8,1.02,2.68,0.377,0.36,1.3,0.2428,0.66,1.38,0.4914,0.4434,0.46,0.56,0.627,0.12,0.92,1.04,0.3,0.2,0,0.32,0.74,2.78,15.36,2016,1,22,CHO
1857,Mouhamed Sene,5.24,0.88,1.7,0.5412,0,0,0,0.88,1.7,0.5412,0.5412,0.98,1.36,0.727,0.9,1.48,2.38,0.02,0.1,0.56,0.54,0.52,2.78,32.398,2006,1,10,SEA
1858,Marcus Williams,7.875,1.1,3.025,0.36325,0.275,0.85,0.161375,0.8375,2.175,0.367375,0.393125,0.3,0.45,0.33,0.2125,0.8125,1.025,1.3125,0.2125,0.1625,0.6,0.5875,2.775,24.05,2006,1,22,NJN
1859,Marcus Williams,7.875,1.1,3.025,0.36325,0.275,0.85,0.161375,0.8375,2.175,0.367375,0.393125,0.3,0.45,0.33,0.2125,0.8125,1.025,1.3125,0.2125,0.1625,0.6,0.5875,2.775,24.05,2007,2,33,SAS
1863,Daniel Orton,10.36666667,1,2,0.492,0,0.033333333,0,1,1.966666667,0.498333333,0.492,0.8,1.433333333,0.578666667,0.966666667,1.433333333,2.4,0.433333333,0.366666667,0.5,0.5,1.533333333,2.766666667,17.83,2010,1,29,ORL
1867,Mario Kasun,7.75,1.05,2.35,0.4645,0,0,0,1.05,2.35,0.467,0.4645,0.55,0.9,0.6705,1.05,1.5,2.45,0.15,0.15,0.2,0.55,2.2,2.75,16.905,2002,2,41,LAC
1868,Erick Barkley,8.4,1.15,3.2,0.3585,0.25,0.7,0.259,0.9,2.5,0.367,0.396,0.25,0.25,0.45,0.15,0.55,0.65,1.3,0.6,0.05,0.6,0.9,2.75,21.23,2000,1,28,POR
1871,Malcolm Lee,10.96666667,1,2.966666667,0.257333333,0.2,0.666666667,0.177666667,0.8,2.3,0.277666667,0.280333333,0.5,0.733333333,0.474666667,0.466666667,0.8,1.266666667,0.966666667,0.4,0.2,0.5,1.033333333,2.733333333,10.44,2011,2,43,CHI
1874,Rafael Araújo,11,1.1,2.7,0.405,0,0.033333333,0.111,1.1,2.666666667,0.406333333,0.406,0.533333333,0.8,0.646333333,0.866666667,1.866666667,2.766666667,0.333333333,0.366666667,0.1,0.766666667,2.033333333,2.733333333,12.79666667,2004,1,8,TOR
1879,Lorenzo Brown,10.64,1.14,3.14,0.3568,0.14,1.04,0.164,1,2.16,0.4504,0.3836,0.26,0.38,0.8148,0.22,1.12,1.34,1.62,0.56,0.12,0.7,0.84,2.72,16.954,2013,2,52,MIN
1880,Nate Wolters,12.32,1.2,3.2,0.33,0.06,0.42,0.058,1.14,2.8,0.3654,0.3346,0.26,0.5,0.3478,0.4,1.18,1.58,1.28,0.36,0.12,0.58,0.8,2.72,12.166,2013,2,38,WAS
1881,Mateen Cleaves,10.3,1.1,3.083333333,0.3525,0.066666667,0.266666667,0.299,1.05,2.833333333,0.369333333,0.364333333,0.5,0.683333333,0.7315,0.15,0.733333333,0.9,1.866666667,0.366666667,0.1,0.95,1.216666667,2.716666667,14.66166667,2000,1,14,DET
1883,Carrick Felix,5.4,1,2,0.5,0.3,0.7,0.4,0.7,1.3,0.556,0.571,0.4,0.6,0.75,0.1,0.7,0.9,0.6,0,0,0.6,0.6,2.7,20.62,2013,2,33,CLE
1890,David Noel,11.6,1,2.6,0.367,0.3,0.8,0.321,0.7,1.8,0.387,0.415,0.5,0.6,0.86,0.6,1.2,1.8,1,0.4,0.1,0.6,1.1,2.7,14.94,2006,2,39,MIL
1891,Corsley Edwards,11,1,3.1,0.323,0,0,0,1,3.1,0.323,0.323,0.7,1.2,0.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7,16.46,2002,2,58,SAC
1896,Vassilis Spanoulis,8.8,0.7,2.3,0.319,0.2,0.9,0.172,0.6,1.4,0.419,0.354,1.1,1.4,0.81,0.2,0.5,0.7,0.9,0.2,0,0.9,1.1,2.7,12.49,2004,2,50,DAL
1898,Malik Hairston,8.5,1.25,2.45,0.508,0,0.15,0.091,1.2,2.3,0.5425,0.5145,0.25,0.55,0.4265,0.5,0.95,1.45,0.6,0.25,0.35,0.5,0.95,2.7,18.295,2008,2,48,PHO
1899,Omar Cook,11.5,1.2,3.2,0.338,0,0.45,0,1.2,2.75,0.3845,0.338,0.3,0.6,0.25,0.3,0.6,0.9,2.9,0.9,0.1,0.9,1,2.7,17.19,2001,2,32,ORL
1901,Ray Spalding,7.633333333,1.233333333,2.333333333,0.354666667,0,0.133333333,0,1.233333333,2.166666667,0.378666667,0.354666667,0.2,0.6,0.222,0.766666667,1.633333333,2.366666667,0.266666667,0.433333333,0.4,0.433333333,1.133333333,2.7,15.83666667,2018,2,56,PHI
