,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
105,Scottie Pippen,35.18666667,6.266666667,13.40666667,0.460733333,0.94,2.88,0.306266667,5.326666667,10.51333333,0.500066667,0.497466667,2.646666667,3.7,0.715733333,1.68,4.64,6.32,5.413333333,1.946666667,0.766666667,2.766666667,2.706666667,16.10666667,26.932
106,Steve Francis,34.91818182,5.409090909,12.69090909,0.420454545,0.836363636,2.463636364,0.338090909,4.572727273,10.22727273,0.442,0.453727273,4.436363636,5.618181818,0.773909091,1.445454545,3.518181818,4.954545455,5.445454545,1.309090909,0.363636364,3.209090909,3.027272727,16.05454545,24.17090909
107,Kevin McHale,27.975,6.325,12.05,0.5175,0.125,0.45,0.21225,6.2,11.625,0.5275,0.52225,3.225,3.75,0.84625,2,4.55,6.575,1.625,0.3,1.475,1.775,2.425,15.975,29.3075
108,Baron Davis,33.01176471,5.729411765,14.15294118,0.404882353,1.729411765,5.294117647,0.32,3.988235294,8.847058824,0.450058824,0.464882353,2.764705882,3.811764706,0.724823529,0.817647059,2.776470588,3.6,7.158823529,1.723529412,0.4,2.735294118,2.741176471,15.95882353,27.90705882
109,Grant Hill,32.91111111,5.883333333,12.29444444,0.475222222,0.188888889,0.588888889,0.279666667,5.688888889,11.70555556,0.484722222,0.484277778,3.988888889,5.227777778,0.766333333,1.183333333,4.711111111,5.877777778,4.066666667,1.15,0.516666667,2.361111111,2.266666667,15.93333333,25.48111111
110,Cuttino Mobley,36.27692308,5.769230769,13.32307692,0.432923077,1.569230769,4.015384615,0.382846154,4.192307692,9.307692308,0.451076923,0.491692308,2.761538462,3.346153846,0.821538462,0.715384615,2.953846154,3.669230769,2.561538462,1.176923077,0.415384615,1.984615385,2.246153846,15.86923077,21.79769231
111,Isaiah Rider,30.14444444,6.044444444,13.7,0.442222222,1.111111111,3.144444444,0.360777778,4.944444444,10.57777778,0.466777778,0.481888889,2.633333333,3.233333333,0.807333333,1.177777778,2.633333333,3.8,2.577777778,0.6,0.244444444,2.4,2.211111111,15.83333333,24.36444444
112,Jeff Hornacek,33.13846154,5.930769231,12.02307692,0.493769231,0.907692308,2.230769231,0.408769231,5.046153846,9.807692308,0.513461538,0.531615385,3.084615385,3.461538462,0.888307692,0.861538462,2.615384615,3.469230769,4.684615385,1.476923077,0.230769231,1.853846154,2.269230769,15.83076923,26.39384615
113,Deron Williams,33.4,5.5375,12.6875,0.4374375,1.4,4.0125,0.354875,4.14375,8.675,0.4751875,0.494125,3.3375,4.025,0.81925,0.40625,2.7125,3.1375,8.08125,0.99375,0.24375,2.85,2.51875,15.825,26.413125
114,Larry Johnson,35.98,6.07,12.56,0.4787,0.51,1.57,0.3038,5.57,11.03,0.5001,0.5014,3.13,4.09,0.7651,2.47,4.89,7.36,3.18,0.72,0.34,2.01,2.7,15.79,23.645
115,Pau Gasol,30.94545455,5.913636364,11.66818182,0.489590909,0.159090909,0.413636364,0.292681818,5.772727273,11.25909091,0.485181818,0.501590909,3.522727273,4.659090909,0.743727273,2.240909091,6.281818182,8.518181818,2.995454545,0.459090909,1.431818182,1.931818182,1.977272727,15.51363636,28.30863636
116,Corey Maggette,27.60714286,4.735714286,10.61428571,0.444285714,0.571428571,1.764285714,0.299714286,4.185714286,8.85,0.468214286,0.470071429,5.428571429,6.614285714,0.813714286,1.042857143,3.628571429,4.657142857,1.978571429,0.7,0.157142857,2.178571429,2.821428571,15.5,25.50714286
117,Jrue Holiday,33,6.13,13.58,0.4503,1.23,3.44,0.3625,4.91,10.14,0.4826,0.496,1.98,2.51,0.7884,0.82,3,3.81,6.46,1.5,0.49,2.72,2.34,15.47,26.755
118,Tobias Harris,30.20625,5.80625,12.38125,0.4683125,1.3,3.5375,0.34975,4.5,8.85625,0.508375,0.5166875,2.44375,2.9875,0.824625,1.03125,4.99375,6.04375,1.99375,0.725,0.51875,1.38125,2.05,15.38125,26.226875
119,Tony Parker,30.12777778,6.127777778,12.49444444,0.486166667,0.4,1.25,0.322555556,5.738888889,11.26666667,0.504555556,0.503222222,2.683333333,3.561111111,0.747611111,0.338888889,2.316666667,2.661111111,5.588888889,0.816666667,0.077777778,2.255555556,1.605555556,15.37222222,26.50055556
120,Nikola Vučević,29.61428571,6.757142857,13.34285714,0.500285714,0.328571429,0.985714286,0.229714286,6.428571429,12.37142857,0.513,0.511142857,1.542857143,2.042857143,0.727285714,2.7,7.1,9.814285714,2.328571429,0.828571429,0.928571429,1.742857143,2.6,15.37142857,29.77714286
121,Keith Van Horn,30.53846154,5.592307692,12.53076923,0.447,1.030769231,2.792307692,0.370153846,4.569230769,9.761538462,0.469230769,0.490769231,3.123076923,3.684615385,0.836692308,1.876923077,4.553846154,6.430769231,1.5,0.784615385,0.492307692,2.061538462,2.953846154,15.33076923,24.78461538
122,Rik Smits,26.9,6.3,12.49090909,0.504545455,0,0.027272727,0.040909091,6.3,12.45454545,0.505545455,0.504727273,2.681818182,3.427272727,0.778545455,1.718181818,4.4,6.1,1.445454545,0.409090909,1.218181818,1.845454545,3.427272727,15.29090909,27.96909091
123,Danilo Gallinari,30.6,4.541666667,10.76666667,0.421916667,1.75,4.758333333,0.371666667,2.775,6.016666667,0.461833333,0.50625,4.45,5.141666667,0.875083333,0.75,4,4.75,1.916666667,0.775,0.408333333,1.325,1.875,15.28333333,25.675
124,Peja Stojaković,30.10555556,5.361111111,11.95555556,0.452555556,2.127777778,5.188888889,0.414166667,3.244444444,6.755555556,0.479444444,0.549944444,2.394444444,2.672222222,0.899388889,0.783333333,3.361111111,4.177777778,1.533333333,0.744444444,0.122222222,1.222222222,1.561111111,15.23888889,25.53277778
125,Tim Hardaway,30.748,5.444,13.008,0.41396,1.84,5.272,0.349,3.604,7.74,0.45692,0.4894,2.484,3.136,0.78248,0.464,2.448,2.908,5.696,1.236,0.14,2.228,2.056,15.22,26.5704
126,Al Jefferson,27.89285714,6.55,13.09285714,0.501857143,0,0.078571429,0.069142857,6.528571429,13.03571429,0.504357143,0.502142857,2.128571429,3,0.7135,2.15,5.985714286,8.157142857,1.428571429,0.664285714,1.171428571,1.264285714,2.528571429,15.20714286,29.76285714
127,Glen Rice,30.71764706,5.582352941,12.59411765,0.415411765,1.347058824,3.511764706,0.351117647,4.247058824,9.088235294,0.442,0.468529412,2.676470588,3.164705882,0.824588235,0.8,2.982352941,3.794117647,1.847058824,0.805882353,0.223529412,1.517647059,2.164705882,15.18823529,22.34882353
128,Ricky Pierce,24.04615385,5.438461538,11.43076923,0.468076923,0.553846154,1.492307692,0.355384615,4.9,9.938461538,0.483615385,0.493769231,3.707692308,4.161538462,0.886615385,0.730769231,1.476923077,2.2,1.876923077,0.730769231,0.138461538,1.507692308,1.969230769,15.16923077,28.52538462
129,Sam Cassell,27.95909091,5.345454545,12.06363636,0.439,0.695454545,2.118181818,0.308636364,4.645454545,9.945454545,0.4655,0.468045455,3.677272727,4.2,0.868636364,0.609090909,2.313636364,2.918181818,5.309090909,1.040909091,0.163636364,2.381818182,2.718181818,15.04090909,27.88227273
130,Jeff Malone,29.06363636,6.263636364,12.94545455,0.468,0.118181818,0.318181818,0.319909091,6.145454545,12.63636364,0.471,0.473363636,2.390909091,2.763636364,0.868363636,0.509090909,1.809090909,2.309090909,1.663636364,0.563636364,0.054545455,1.2,1.418181818,15.03636364,22.94727273
131,Mike Conley,32.36666667,5.291666667,12.15833333,0.43575,1.416666667,3.866666667,0.36875,3.883333333,8.308333333,0.466083333,0.49225,3.016666667,3.675,0.810916667,0.408333333,2.508333333,2.891666667,5.6,1.425,0.216666667,1.966666667,1.941666667,15.025,26.30416667
132,John Collins,27.05,5.9,10.5,0.568,0.55,1.6,0.344,5.35,8.85,0.6035,0.592,2.55,3.45,0.739,3,5.55,8.55,1.65,0.5,0.85,1.7,3.1,15,29.87
133,Jamal Murray,28.6,5.433333333,12.53333333,0.430666667,1.8,5.033333333,0.359666667,3.633333333,7.5,0.481333333,0.504666667,2.2,2.533333333,0.878666667,0.8,2.733333333,3.5,3.433333333,0.833333333,0.333333333,1.866666667,1.866666667,14.93333333,26.57
134,Detlef Schrempf,31.88333333,5.108333333,10.34166667,0.487,0.516666667,1.3,0.366333333,4.6,9.025,0.501,0.510916667,4.191666667,5.158333333,0.81725,1.675,5.016666667,6.691666667,3.766666667,0.8,0.266666667,2.125,2.958333333,14.925,24.85416667
135,Wayman Tisdale,27.625,6.2875,12.65,0.490375,0,0.0125,0,6.2875,12.625,0.491,0.490375,2.3625,3.0625,0.759,1.6375,3.975,5.6125,1.2625,0.525,0.6625,1.4875,3.1125,14.925,25.91
136,Rolando Blackman,29.8,5.94,12.68,0.464,0.52,1.38,0.364,5.46,11.28,0.4758,0.4878,2.48,2.88,0.8604,0.74,1.9,2.66,2.82,0.7,0.22,1.62,1.86,14.92,23.688
137,Marvin Bagley,25.3,5.7,11.4,0.504,0.5,1.5,0.313,5.3,9.8,0.534,0.525,2.9,4.2,0.691,2.6,5,7.6,1,0.5,1,1.6,1.9,14.9,31.69
138,Jamal Crawford,29.78571429,5.161904762,12.54285714,0.411047619,1.742857143,4.89047619,0.355380952,3.433333333,7.666666667,0.446047619,0.479952381,2.828571429,3.30952381,0.851428571,0.352380952,1.885714286,2.20952381,3.480952381,0.885714286,0.2,1.895238095,1.466666667,14.9,24.84904762
139,Mark Price,29.08888889,5.211111111,11.53333333,0.444111111,1.522222222,3.988888889,0.379666667,3.655555556,7.544444444,0.471666667,0.511555556,2.966666667,3.211111111,0.920888889,0.488888889,1.977777778,2.466666667,6.877777778,1.277777778,0.088888889,2.555555556,1.3,14.87777778,28.83
140,Elton Brand,31.42352941,5.835294118,11.78823529,0.489235294,0,0.005882353,0.078411765,5.835294118,11.78235294,0.490352941,0.489235294,3.188235294,4.335294118,0.727352941,2.894117647,5.229411765,8.111764706,1.935294118,0.823529412,1.641176471,1.852941176,2.835294118,14.84117647,26.12
141,Jayson Tatum,30.8,5.45,11.75,0.4625,1.4,3.45,0.4035,4.05,8.3,0.4875,0.522,2.6,3.05,0.8405,0.75,4.8,5.5,1.85,1.05,0.7,1.45,2.1,14.8,25.62
142,Tyreke Evans,28.65833333,5.483333333,12.65833333,0.431166667,0.958333333,2.791666667,0.320666667,4.525,9.85,0.455333333,0.471166667,2.808333333,3.7,0.755833333,0.733333333,3.658333333,4.383333333,4.516666667,1.175,0.358333333,2.325,2.066666667,14.74166667,27.98833333
143,Alonzo Mourning,27.81176471,5.288235294,10.14705882,0.520529412,0.011764706,0.064705882,0.062823529,5.270588235,10.07647059,0.522411765,0.521176471,4.141176471,6.117647059,0.664,2.329411765,5.276470588,7.6,0.988235294,0.429411765,2.529411765,2.305882353,3.041176471,14.73529412,27.42058824
144,Eric Bledsoe,28.1,5.181818182,11.50909091,0.445636364,1.154545455,3.427272727,0.326727273,4.027272727,8.090909091,0.496272727,0.492272727,3.2,4.009090909,0.774363636,0.8,2.918181818,3.7,4.636363636,1.518181818,0.518181818,2.745454545,2.1,14.70909091,27.48363636
145,Khris Middleton,30.28571429,5.342857143,11.85714286,0.449714286,1.557142857,4,0.385428571,3.8,7.885714286,0.482142857,0.514,2.442857143,2.828571429,0.864714286,0.5,3.671428571,4.185714286,3.042857143,1.242857143,0.171428571,1.771428571,2.585714286,14.7,24.50428571
146,Jabari Parker,28.57142857,5.914285714,12,0.492142857,0.785714286,2.328571429,0.312714286,5.128571429,9.685714286,0.534142857,0.523857143,2.1,2.9,0.725142857,1.471428571,4.471428571,5.971428571,2.2,0.871428571,0.4,2,2.042857143,14.7,26.60714286
147,Shawn Kemp,27.95,5.25,10.75714286,0.481285714,0.021428571,0.114285714,0.221285714,5.221428571,10.66428571,0.483857143,0.482857143,4.164285714,5.585714286,0.745,2.871428571,5.514285714,8.392857143,1.635714286,1.121428571,1.207142857,2.628571429,3.635714286,14.68571429,27.42785714
148,Marc Gasol,32.88461538,5.438461538,11.4,0.483153846,0.5,1.438461538,0.268153846,4.961538462,9.961538462,0.496769231,0.504538462,3.269230769,4.215384615,0.776461538,1.561538462,6.115384615,7.684615385,3.592307692,0.946153846,1.392307692,2.046153846,2.869230769,14.66153846,26.13538462
149,Nick Van Exel,32.77333333,5.4,13.32,0.404133333,1.68,4.753333333,0.3528,3.7,8.56,0.432,0.469466667,2.16,2.733333333,0.786066667,0.413333333,2.533333333,2.926666667,6.4,0.766666667,0.113333333,2.073333333,1.54,14.63333333,24.824
150,Shawn Marion,34.385,6.075,12.52,0.48505,0.61,1.925,0.27795,5.455,10.59,0.51605,0.50795,1.9,2.38,0.79035,2.365,6.355,8.705,1.93,1.5,1.05,1.495,2.135,14.63,25.521
151,Brandon Ingram,32.03333333,5.533333333,11.86666667,0.456333333,0.666666667,2,0.338,4.866666667,9.866666667,0.482333333,0.485666667,2.933333333,4.366666667,0.659,0.866666667,3.966666667,4.8,3,0.633333333,0.6,2.166666667,2.566666667,14.6,22.60333333
152,Nikola Vucevic,28.8,6.4,13.7,0.468,0.3,1,0.307,6.1,12.7,0.481,0.48,1.4,2.1,0.669,2.3,8,10.4,2.8,1,1,1.6,2.4,14.6,31.02
153,Derrick Coleman,30.7,5.226666667,11.98,0.422,0.4,1.373333333,0.276266667,4.833333333,10.60666667,0.440666667,0.438933333,3.713333333,4.866666667,0.770733333,2.353333333,6.113333333,8.44,2.3,0.68,1.18,2.38,2.506666667,14.58,25.104
154,Rasheed Wallace,32.46842105,5.715789474,12.69473684,0.454105263,0.973684211,3.073684211,0.311631579,4.731578947,9.615789474,0.493105263,0.494631579,2.068421053,2.815789474,0.738842105,1.363157895,5.136842105,6.510526316,1.773684211,0.957894737,1.531578947,1.584210526,2.757894737,14.46842105,24.54631579
155,De'Aaron Fox,29.6,5.35,12.25,0.435,0.85,2.5,0.339,4.5,9.75,0.459,0.469,2.8,3.9,0.725,0.5,2.75,3.3,5.85,1.3,0.45,2.6,2.35,14.45,26.625
156,Jalen Rose,30.65263158,5.284210526,12.09473684,0.439210526,0.857894737,2.426315789,0.353789474,4.426315789,9.668421053,0.458157895,0.478473684,2.968421053,3.689473684,0.802578947,0.484210526,2.978947368,3.463157895,3.684210526,0.757894737,0.331578947,2.226315789,2.568421053,14.41052632,22.78842105
157,Jerry Stackhouse,27.9,4.745,11.68,0.39345,0.86,2.86,0.29735,3.875,8.82,0.42565,0.434,3.93,4.79,0.83385,0.84,2.01,2.855,2.88,0.805,0.42,2.39,1.69,14.28,23.3
158,Michael Finley,32.03684211,5.521052632,12.45789474,0.441842105,1.210526316,3.257894737,0.368210526,4.321052632,9.194736842,0.468736842,0.498842105,2.015789474,2.489473684,0.772789474,0.921052632,3.115789474,4.031578947,2.668421053,0.810526316,0.273684211,1.4,1.531578947,14.27368421,22.30578947
159,Jordan Clarkson,26.2,5.485714286,12.34285714,0.447,1.357142857,3.971428571,0.342428571,4.157142857,8.371428571,0.495428571,0.501857143,1.928571429,2.371428571,0.811428571,0.814285714,2.228571429,3.042857143,2.657142857,0.842857143,0.128571429,1.642857143,1.6,14.27142857,27.53428571
160,Andrea Bargnani,28.39,5.33,12.16,0.4363,1.04,3.01,0.3281,4.28,9.13,0.466,0.4789,2.58,3.11,0.8268,0.95,3.57,4.53,1.23,0.37,0.81,1.53,2.27,14.27,23.899
161,Paul Millsap,29.56153846,5.353846154,10.94615385,0.493384615,0.484615385,1.469230769,0.265230769,4.861538462,9.492307692,0.513769231,0.513384615,3.076923077,4.184615385,0.728384615,2.230769231,5.176923077,7.407692308,2.353846154,1.292307692,1.023076923,1.815384615,3.076923077,14.26923077,27.60307692
162,Wally Szczerbiak,30.19285714,5.264285714,11.18571429,0.467,1.035714286,2.521428571,0.400857143,4.257142857,8.657142857,0.483571429,0.514214286,2.628571429,3.014285714,0.863285714,0.935714286,2.892857143,3.807142857,2.235714286,0.55,0.228571429,1.45,1.985714286,14.21428571,23.12571429
163,Joe Johnson,32.57391304,5.491304348,12.43913043,0.436652174,1.391304348,3.795652174,0.35326087,4.108695652,8.634782609,0.474913043,0.492391304,1.847826087,2.295652174,0.810391304,0.773913043,3.013043478,3.765217391,3.556521739,0.795652174,0.182608696,1.747826087,1.691304348,14.20869565,22.22434783
164,Al Horford,32.7,6.016666667,11.35,0.527916667,0.416666667,1.175,0.3465,5.583333333,10.16666667,0.546416667,0.546666667,1.758333333,2.366666667,0.755416667,2.166666667,6.1,8.266666667,3.166666667,0.825,1.233333333,1.625,2.233333333,14.2,26.51666667
165,Ron Harper,31.47142857,5.4,12.32857143,0.437071429,0.578571429,1.928571429,0.283,4.821428571,10.39285714,0.469428571,0.464928571,2.8,3.8,0.721285714,1.435714286,3.142857143,4.564285714,3.978571429,1.642857143,0.778571429,2.121428571,2.35,14.16428571,24.99285714
166,Hersey Hawkins,32,4.733333333,10.31666667,0.452916667,1.241666667,3.183333333,0.387833333,3.5,7.125,0.486833333,0.516916667,3.441666667,3.941666667,0.87475,0.833333333,2.791666667,3.625,2.833333333,1.616666667,0.291666667,1.791666667,2.025,14.15833333,23.32083333
167,Chauncey Billups,30.5173913,4.2,10.44347826,0.398173913,1.673913043,4.491304348,0.364173913,2.547826087,5.947826087,0.424347826,0.477869565,4.073913043,4.556521739,0.889521739,0.447826087,2.343478261,2.804347826,5.030434783,1.004347826,0.160869565,2.030434783,2.017391304,14.15652174,24.81478261
168,Michael Adams,29.35714286,4.728571429,11.54285714,0.419285714,1.371428571,4.2,0.327714286,3.357142857,7.328571429,0.480571429,0.484,3.3,3.885714286,0.837142857,0.542857143,2.114285714,2.671428571,6.471428571,1.457142857,0.085714286,2.157142857,1.857142857,14.12857143,27.67428571
169,Harrison Barnes,31.3,5.155555556,11.66666667,0.442,1.433333333,3.744444444,0.377111111,3.688888889,7.9,0.469333333,0.503666667,2.388888889,2.955555556,0.789111111,0.944444444,3.955555556,4.888888889,1.566666667,0.666666667,0.2,1.188888889,1.677777778,14.11111111,22.77888889
170,Dennis Smith,28.8,5.45,13.075,0.419,1.3,4.175,0.317,4.125,8.875,0.46625,0.46975,1.9,2.95,0.648,0.65,2.475,3.125,4.925,1.225,0.35,2.85,2.35,14.1,25.475
171,Nikola Mirotić,25.65,4.8125,11.0125,0.432625,2.2625,6.1,0.367,2.55,4.9125,0.5145,0.53475,2.2,2.6625,0.8275,1.075,5.6,6.6875,1.3625,0.7625,0.7,1.1125,2.1,14.0625,29.97
172,John Stockton,33.12857143,4.964285714,9.707142857,0.511857143,0.707142857,1.8,0.387,4.25,7.907142857,0.539142857,0.548571429,3.314285714,3.992857143,0.827,0.664285714,2.185714286,2.864285714,10.72857143,2.1,0.25,2.885714286,2.535714286,13.93571429,28.98571429
173,Gary Payton,30.43333333,5.583333333,12.1,0.456208333,0.733333333,2.35,0.279875,4.858333333,9.75,0.504791667,0.487291667,2.033333333,2.841666667,0.647416667,0.895833333,2.566666667,3.483333333,5.7,1.5375,0.229166667,1.916666667,2.145833333,13.92916667,26.26208333
174,Stephen Jackson,30.06,4.95,12.02,0.4004,1.295,4.1,0.30495,3.645,7.915,0.45775,0.4535,2.72,3.44,0.772,0.71,2.89,3.61,3.005,1.235,0.37,2.375,2.26,13.91,22.1225
175,Andre Drummond,30.47142857,5.9,10.82857143,0.551142857,0.014285714,0.114285714,0.178714286,5.871428571,10.72857143,0.555285714,0.552142857,2.128571429,4.728571429,0.444857143,4.742857143,8.742857143,13.5,1.128571429,1.328571429,1.557142857,1.785714286,3.114285714,13.9,30.51142857
176,Ben Gordon,26.10909091,4.918181818,11.49090909,0.423909091,1.445454545,3.654545455,0.386272727,3.481818182,7.809090909,0.441454545,0.485636364,2.563636364,3.018181818,0.849636364,0.409090909,1.954545455,2.345454545,2.372727273,0.672727273,0.145454545,1.981818182,2.181818182,13.89090909,23.51727273
177,Terrell Brandon,30.83076923,5.523076923,12.50769231,0.440461538,0.484615385,1.492307692,0.289923077,5.038461538,11.03846154,0.455307692,0.458230769,2.346153846,2.7,0.864538462,0.615384615,2.553846154,3.161538462,6.715384615,1.653846154,0.292307692,1.992307692,1.915384615,13.88461538,27.45384615
178,Lou Williams,23.9375,4.43125,10.53125,0.4213125,1.35625,3.88125,0.338875,3.08125,6.6625,0.4634375,0.4815625,3.6875,4.35,0.821125,0.3625,1.825,2.1875,3.15,0.86875,0.1875,1.65,1.26875,13.875,28.811875
179,Eddie Jones,33.28333333,4.822222222,11.07222222,0.431111111,1.466666667,3.994444444,0.360722222,3.35,7.088888889,0.479,0.500388889,2.755555556,3.444444444,0.79,0.788888889,3.088888889,3.877777778,2.866666667,1.688888889,0.627777778,1.477777778,2.488888889,13.87222222,22.81055556
180,Danny Granger,27.36666667,4.725,11.25,0.411333333,1.458333333,4.008333333,0.351416667,3.25,7.233333333,0.443,0.475083333,2.966666667,3.5,0.835,1,3.208333333,4.183333333,1.55,0.75,0.641666667,1.566666667,2.375,13.85833333,23.93916667
181,Luol Deng,32.39411765,5.294117647,11.70588235,0.453882353,0.7,2.147058824,0.298705882,4.582352941,9.558823529,0.485176471,0.484764706,2.576470588,3.323529412,0.722,1.488235294,4.082352941,5.570588235,2.217647059,0.970588235,0.417647059,1.576470588,1.552941176,13.82352941,22.72529412
182,T.J. Warren,26.76,5.72,11.54,0.5016,0.64,1.82,0.3106,5.08,9.7,0.528,0.528,1.7,2.2,0.757,1.34,2.54,3.88,1.08,0.94,0.48,0.96,2.22,13.82,25.598
183,Mahmoud Abdul-Rauf,25.46666667,5.7,12.95555556,0.439777778,0.777777778,2.188888889,0.316444444,4.922222222,10.74444444,0.458333333,0.466888889,1.655555556,1.833333333,0.893111111,0.344444444,1.4,1.755555556,3.433333333,0.766666667,0.066666667,1.511111111,1.8,13.81111111,26.53555556
184,Alex English,24.85,6,12.75,0.465,0,0.05,0.2,6,12.7,0.465,0.4655,1.75,2.05,0.865,1.45,1.95,3.4,2.05,0.55,0.3,1.25,1.7,13.8,27.235
185,Danny Manning,26.91875,5.61875,11.175,0.4949375,0.04375,0.2625,0.171375,5.575,10.9375,0.5020625,0.499875,2.45625,3.4125,0.715125,1.6,3.48125,5.0875,2.3625,1.13125,0.85,2.1125,3.19375,13.76875,25.4775
186,Buddy Hield,25.94,5.14,11.56,0.4406,2.28,5.46,0.4092,2.88,6.04,0.4694,0.5378,1.14,1.32,0.8596,0.66,3.18,3.82,1.82,0.68,0.2,1.5,1.72,13.7,25.532
187,Armen Gilliam,28.34,5.18,10.6,0.4832,0,0,0,5.18,10.57333333,0.484266667,0.4832,3.3,4.24,0.7794,2.32,4.466666667,6.8,1.173333333,0.74,0.653333333,1.88,2.186666667,13.65333333,25.12466667
188,Rex Chapman,28.34615385,5.276923077,12.27692308,0.429461538,1.076923077,3.215384615,0.314692308,4.215384615,9.061538462,0.464461538,0.473692308,1.992307692,2.546153846,0.720384615,0.538461538,2.069230769,2.592307692,2.907692308,0.869230769,0.184615385,1.707692308,2.007692308,13.63076923,23.57692308
189,Caron Butler,31.05555556,5.044444444,11.7,0.426111111,0.911111111,2.566666667,0.3295,4.133333333,9.122222222,0.447444444,0.470777778,2.6,3.083333333,0.838,1.111111111,3.711111111,4.827777778,2.1,1.272222222,0.25,1.677777778,2.35,13.58333333,22.48277778
190,Orlando Woolridge,25.08571429,5.314285714,10.65714286,0.504142857,0,0.128571429,0.026,5.314285714,10.57142857,0.509142857,0.504428571,2.914285714,4.028571429,0.718714286,1.4,2.157142857,3.542857143,1.614285714,0.585714286,0.514285714,1.614285714,2.157142857,13.57142857,25.67571429
191,Rashard Lewis,30.42777778,4.938888889,11.04444444,0.439833333,1.566666667,4.144444444,0.359,3.383333333,6.888888889,0.482833333,0.509,2.105555556,2.627777778,0.779888889,1.272222222,3.616666667,4.883333333,1.561111111,1,0.494444444,1.455555556,2.272222222,13.55,22.33555556
192,Gordon Hayward,27.66666667,4.633333333,10.33333333,0.456,1.144444444,3.233333333,0.331333333,3.477777778,7.088888889,0.543111111,0.506444444,3.144444444,3.822222222,0.722222222,0.655555556,3.177777778,3.822222222,3.011111111,0.877777778,0.355555556,1.755555556,1.644444444,13.54444444,24.3
