,Player,Player Index
2443,Brandon Goodwin,Brandon Goodwin _1995
2444,Juan Hernangomez,Juan Hernangomez _1995
2445,Christian Wood,Christian Wood _1995
2446,Ben Bentil,Ben Bentil _1995
2447,Jevon Carter,Jevon Carter _1995
2448,Kay Felder,Kay Felder _1995
2449,Noah Vonleh,Noah Vonleh _1995
2450,Cedi Osman,Cedi Osman _1995
2451,Justin Jackson,Justin Jackson _1995
2452,Aaron Gordon,Aaron Gordon _1995
2453,Shake Milton,Shake Milton _1996
2454,Ben Simmons,Ben Simmons _1996
2455,Tyler Ulis,Tyler Ulis _1996
2456,Malachi Richardson,Malachi Richardson _1996
2457,Tyler Dorsey,Tyler Dorsey _1996
2458,Skal Labissiere,Skal Labissiere _1996
2459,Haywood Highsmith,Haywood Highsmith _1996
2460,Jawun Evans,Jawun Evans _1996
2461,Vince Edwards,Vince Edwards _1996
2462,Tyler Lydon,Tyler Lydon _1996
2463,D.J. Wilson,D.J. Wilson _1996
2464,Devin Booker,Devin Booker _1996
2465,Alize Johnson,Alize Johnson _1996
2466,Chinanu Onuaku,Chinanu Onuaku _1996
2467,Malik Beasley,Malik Beasley _1996
2468,Luke Kennard,Luke Kennard _1996
2469,Marcus Derrickson,Marcus Derrickson _1996
2470,Cheick Diallo,Cheick Diallo _1996
2471,Zhou Qi,Zhou Qi _1996
2472,Thomas Welsh,Thomas Welsh _1996
2473,Wade Baldwin,Wade Baldwin _1996
2474,Myles Turner,Myles Turner _1996
2475,Stephen Zimmerman,Stephen Zimmerman _1996
2476,Jonah Bolden,Jonah Bolden _1996
2477,Dejounte Murray,Dejounte Murray _1996
2478,Kevon Looney,Kevon Looney _1996
2479,Donovan Mitchell,Donovan Mitchell _1996
2480,Allonzo Trier,Allonzo Trier _1996
2481,Stanley Johnson,Stanley Johnson _1996
2482,Deyonta Davis,Deyonta Davis _1996
2483,D’Angelo Russell,D’Angelo Russell _1996
2484,Justise Winslow,Justise Winslow _1996
2485,Rashad Vaughn,Rashad Vaughn _1996
2486,Chandler Hutchison,Chandler Hutchison _1996
2487,Khyri Thomas,Khyri Thomas _1996
2488,Mikal Bridges,Mikal Bridges _1996
2489,Jaylen Adams,Jaylen Adams _1996
2490,Aaron Holiday,Aaron Holiday _1996
2491,Jaylen Brown,Jaylen Brown _1996
2492,Jalen Brunson,Jalen Brunson _1996
2493,Bruce Brown,Bruce Brown _1996
2494,Melvin Frazier,Melvin Frazier _1996
2495,Isaiah Briscoe,Isaiah Briscoe _1996
2496,Dillon Brooks,Dillon Brooks _1996
2497,Keita Bates-Diop,Keita Bates-Diop _1996
2498,Emmanuel Mudiay,Emmanuel Mudiay _1996
2499,PJ Dozier,PJ Dozier _1996
2500,Domantas Sabonis,Domantas Sabonis _1996
2501,Antonio Blakeney,Antonio Blakeney _1996
2502,Tyus Jones,Tyus Jones _1996
2503,Derrick Jones,Derrick Jones _1997
2504,De’Aaron Fox,De’Aaron Fox _1997
2505,Jacob Evans,Jacob Evans _1997
2506,Zach Collins,Zach Collins _1997
2507,Moritz Wagner,Moritz Wagner _1997
2508,Ante Zizic,Ante Zizic _1997
2509,Diamond Stone,Diamond Stone _1997
2510,John Collins,John Collins _1997
2511,T.J. Leaf,T.J. Leaf _1997
2512,Josh Jackson,Josh Jackson _1997
2513,Dragan Bender,Dragan Bender _1997
2514,Chimezie Metu,Chimezie Metu _1997
2515,Ivan Rabb,Ivan Rabb _1997
2516,Marquese Chriss,Marquese Chriss _1997
2517,Kobi Simmons,Kobi Simmons _1997
2518,Landry Shamet,Landry Shamet _1997
2519,Caleb Swanigan,Caleb Swanigan _1997
2520,Sviatoslav Mykhailiuk,Sviatoslav Mykhailiuk _1997
2521,Tyler Davis,Tyler Davis _1997
2522,Drew Eubanks,Drew Eubanks _1997
2523,Dennis Smith,Dennis Smith _1997
2524,Jamal Murray,Jamal Murray _1997
2525,Ray Spalding,Ray Spalding _1997
2526,Jerome Robinson,Jerome Robinson _1997
2527,Thomas Bryant,Thomas Bryant _1997
2528,Furkan Korkmaz,Furkan Korkmaz _1997
2529,Justin Patton,Justin Patton _1997
2530,Henry Ellenson,Henry Ellenson _1997
2531,Brandon Ingram,Brandon Ingram _1997
2532,Robert Williams,Robert Williams _1997
2533,Donte DiVincenzo,Donte DiVincenzo _1997
2534,Georgios Papagiannis,Georgios Papagiannis _1997
2535,Jonathan Isaac,Jonathan Isaac _1997
2536,Elie Okobo,Elie Okobo _1997
2537,Rawle Alkins,Rawle Alkins _1997
2538,Omari Spellman,Omari Spellman _1997
2539,Thon Maker,Thon Maker _1997
2540,Ivica Zubac,Ivica Zubac _1997
2541,Bam Adebayo,Bam Adebayo _1997
2542,Lauri Markkanen,Lauri Markkanen _1997
2543,OG Anunoby,OG Anunoby _1997
2544,Lonzo Ball,Lonzo Ball _1997
2545,Lonnie Walker,Lonnie Walker _1998
2546,Malik Monk,Malik Monk _1998
2547,Mitchell Robinson,Mitchell Robinson _1998
2548,Jarrett Allen,Jarrett Allen _1998
2549,Mohamed Bamba,Mohamed Bamba _1998
2550,Kevin Huerter,Kevin Huerter _1998
2551,Frank Ntilikina,Frank Ntilikina _1998
2552,Josh Okogie,Josh Okogie _1998
2553,Hamidou Diallo,Hamidou Diallo _1998
2554,Terrance Ferguson,Terrance Ferguson _1998
2555,Deandre Ayton,Deandre Ayton _1998
2556,Harry Giles,Harry Giles _1998
2557,Ike Anigbogu,Ike Anigbogu _1998
2558,Rodions Kurucs,Rodions Kurucs _1998
2559,Frank Jackson,Frank Jackson _1998
2560,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander _1998
2561,Isaiah Hartenstein,Isaiah Hartenstein _1998
2562,De’Anthony Melton,De’Anthony Melton _1998
2563,Markelle Fultz,Markelle Fultz _1998
2564,Tony Bradley,Tony Bradley _1998
2565,Trae Young,Trae Young _1998
2566,Jayson Tatum,Jayson Tatum _1998
2567,Miles Bridges,Miles Bridges _1998
2568,Troy Brown,Troy Brown _1999
2569,Marvin Bagley,Marvin Bagley _1999
2570,Jaren Jackson Jr.,Jaren Jackson Jr. _1999
2571,Anfernee Simons,Anfernee Simons _1999
2572,Dzanan Musa,Dzanan Musa _1999
2573,Luka Doncic,Luka Doncic _1999
2574,Kevin Knox,Kevin Knox _1999
2575,Gary Trent Jr.,Gary Trent Jr. _1999
2576,Wendell Carter,Wendell Carter _1999
2577,Collin Sexton,Collin Sexton _1999
2578,Isaac Bonga,Isaac Bonga _1999
